Provider,Device,Sub-device,Standardized Model,MSRP,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM),Model_Year,Chipset,Screen Size,Case Size,Charging Method,RAM Configurations (GB),RAM Min (GB),Mac Storage Category,Mac Generation
Switch,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),5599.0,,256.0,SSD,Unknown,,460.0,2020,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),5599.0,,512.0,SSD,Unknown,,500.0,2020,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),7199.0,,1024.0,SSD,Unknown,,510.0,2020,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),8799.0,,2048.0,SSD,Unknown,,580.0,2020,Intel Core i5,13.0,,,"8, 16",8.0,2 TB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Early 2015),3199.0,,128.0,SSD,Unknown,,50.0,2015,Intel Core i5,13.0,,,8,8.0,128 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Early 2015),3499.0,,256.0,SSD,Unknown,,50.0,2015,Intel Core i5,13.0,,,8,8.0,256 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Early 2015),4199.0,,512.0,SSD,Unknown,,50.0,2015,Intel Core i5,13.0,,,8,8.0,512 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),5249.0,,128.0,SSD,Unknown,,250.0,2018,Intel Core i5,13.0,,,"8, 16",8.0,128 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),6099.0,,256.0,SSD,Unknown,,350.0,2018,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),6949.0,,512.0,SSD,Unknown,,400.0,2018,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),10349.0,,1536.0,SSD,Unknown,,450.0,2018,Intel Core i5,13.0,,,"8, 16",8.0,1.5 TB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),4699.0,,128.0,SSD,Unknown,,410.0,2019,Intel Core i5,13.0,,,"8, 16",8.0,128 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),5499.0,,256.0,SSD,Unknown,,420.0,2019,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),6349.0,,512.0,SSD,Unknown,,490.0,2019,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),5499.0,,1024.0,SSD,Unknown,,500.0,2019,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.8GHz 13-inch (Mid 2017),4199.0,,128.0,SSD,Unknown,,180.0,2017,Intel Core i5,13.0,,,"8, 16",8.0,128 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.8GHz 13-inch (Mid 2017),4739.0,,256.0,SSD,Unknown,,230.0,2017,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i5 1.8GHz 13-inch (Mid 2017),4999.0,,512.0,SSD,Unknown,,260.0,2017,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),6599.0,,256.0,SSD,Unknown,,490.0,2020,Intel Core i7,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),5399.0,,512.0,SSD,Unknown,,500.0,2020,Intel Core i7,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),8199.0,,1024.0,SSD,Unknown,,530.0,2020,Intel Core i7,13.0,,,"8, 16",8.0,1 TB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),9799.0,,2048.0,SSD,Unknown,,600.0,2020,Intel Core i7,13.0,,,"8, 16",8.0,2 TB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Early 2015),3739.0,,128.0,SSD,Unknown,,80.0,2015,Intel Core i7,13.0,,,8,8.0,128 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Early 2015),4039.0,,256.0,SSD,Unknown,,80.0,2015,Intel Core i7,13.0,,,8,8.0,256 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Early 2015),4739.0,,512.0,SSD,Unknown,,80.0,2015,Intel Core i7,13.0,,,8,8.0,512 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Mid 2017),4039.0,,128.0,SSD,Unknown,,260.0,2017,Intel Core i7,13.0,,,"8, 16",8.0,128 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Mid 2017),4039.0,,256.0,SSD,Unknown,,310.0,2017,Intel Core i7,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Mid 2017),4739.0,,512.0,SSD,Unknown,,430.0,2017,Intel Core i7,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),4399.0,,128.0,SSD,Unknown,,460.0,2020,M1,13.0,,,"8, 16",8.0,128 GB,M1
Switch,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),4399.0,,256.0,SSD,Unknown,,560.0,2020,M1,13.0,,,"8, 16",8.0,256 GB,M1
Switch,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),4999.0,,512.0,SSD,Unknown,,570.0,2020,M1,13.0,,,"8, 16",8.0,512 GB,M1
Switch,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),5799.0,,1024.0,SSD,Unknown,,580.0,2020,M1,13.0,,,"8, 16",8.0,1 TB,M1
Switch,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),7399.0,,2048.0,SSD,Unknown,,660.0,2020,M1,13.0,,,"8, 16",8.0,2 TB,M1
Switch,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),5399.0,,256.0,SSD,Unknown,,580.0,2020,M1,13.0,,,"8, 16",8.0,256 GB,M1
Switch,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),5399.0,,512.0,SSD,Unknown,,610.0,2020,M1,13.0,,,"8, 16",8.0,512 GB,M1
Switch,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),5999.0,,1024.0,SSD,Unknown,,680.0,2020,M1,13.0,,,"8, 16",8.0,1 TB,M1
Switch,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),7599.0,,2048.0,SSD,Unknown,,710.0,2020,M1,13.0,,,"8, 16",8.0,2 TB,M1
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),5499.0,,256.0,SSD,Unknown,,1210.0,2022,M2,13.6,,,"8, 16, 24",8.0,256 GB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),6699.0,,512.0,SSD,Unknown,,1400.0,2022,M2,13.6,,,"8, 16, 24",8.0,512 GB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),6399.0,,1024.0,SSD,Unknown,,1560.0,2022,M2,13.6,,,"8, 16, 24",8.0,1 TB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),7999.0,,2048.0,SSD,Unknown,,2020.0,2022,M2,13.6,,,"8, 16, 24",8.0,2 TB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),6199.0,,256.0,SSD,Unknown,,1860.0,2023,M2,15.0,,,"8, 16, 24",8.0,256 GB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),6599.0,,512.0,SSD,Unknown,,2020.0,2023,M2,15.0,,,"8, 16, 24",8.0,512 GB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),7399.0,,1024.0,SSD,Unknown,,2250.0,2023,M2,15.0,,,"8, 16, 24",8.0,1 TB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),8999.0,,2048.0,SSD,Unknown,,2820.0,2023,M2,15.0,,,"8, 16, 24",8.0,2 TB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),5499.0,,256.0,SSD,Unknown,,1210.0,2022,M2,13.6,,,"8, 16, 24",8.0,256 GB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),5599.0,,512.0,SSD,Unknown,,1400.0,2022,M2,13.6,,,"8, 16, 24",8.0,512 GB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),6399.0,,1024.0,SSD,Unknown,,1560.0,2022,M2,13.6,,,"8, 16, 24",8.0,1 TB,M2
Switch,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),7999.0,,2048.0,SSD,Unknown,,1900.0,2022,M2,13.6,,,"8, 16, 24",8.0,2 TB,M2
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),5199.0,,256.0,SSD,Unknown,,1980.0,2024,M3,13.6,,,"8, 16, 24",8.0,256 GB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),5999.0,,512.0,SSD,Unknown,,2160.0,2024,M3,13.6,,,"8, 16, 24",8.0,512 GB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),5799.0,,1024.0,SSD,Unknown,,2480.0,2024,M3,13.6,,,"8, 16, 24",8.0,1 TB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),7399.0,,2048.0,SSD,Unknown,,3100.0,2024,M3,13.6,,,"8, 16, 24",8.0,2 TB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),6199.0,,256.0,SSD,Unknown,,2300.0,2024,M3,15.0,,,"8, 16, 24",8.0,256 GB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),6099.0,,512.0,SSD,Unknown,,2540.0,2024,M3,15.0,,,"8, 16, 24",8.0,512 GB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),6899.0,,1024.0,SSD,Unknown,,3170.0,2024,M3,15.0,,,"8, 16, 24",8.0,1 TB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),8499.0,,2048.0,SSD,Unknown,,3450.0,2024,M3,15.0,,,"8, 16, 24",8.0,2 TB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 8-Core GPU 13.6-inch (Early 2024),5199.0,,256.0,SSD,Unknown,,1970.0,2024,M3,13.6,,,"8, 16, 24",8.0,256 GB,M3
Switch,Mac,MacBook,MacBook i5 1.3GHz 12-inch (Mid 2017),7199.0,,256.0,SSD,Unknown,,280.0,2017,Intel Core i5,12.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook,MacBook i5 1.3GHz 12-inch (Mid 2017),7199.0,,512.0,SSD,Unknown,,330.0,2017,Intel Core i5,12.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook,MacBook i7 1.4GHz 12-inch (Mid 2017),7149.0,,256.0,SSD,Unknown,,330.0,2017,Intel Core i7,12.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook,MacBook i7 1.4GHz 12-inch (Mid 2017),7149.0,,512.0,SSD,Unknown,,380.0,2017,Intel Core i7,12.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook,MacBook M3 1.1GHz 12-inch (Early 2016),5499.0,,256.0,SSD,Unknown,,120.0,2016,Intel Core m3,12.0,,,8,8.0,256 GB,M3
Switch,Mac,MacBook,MacBook M3 1.2GHz 12-inch (Mid 2017),5999.0,,256.0,SSD,Unknown,,280.0,2017,Intel Core m3,12.0,,,"8, 16",8.0,256 GB,M3
Switch,Mac,MacBook,MacBook M5 1.2GHz 12-inch (Early 2016),6699.0,,512.0,SSD,Unknown,,250.0,2016,Intel Core m5,12.0,,,8,8.0,512 GB,M5
Switch,Mac,MacBook,MacBook M7 1.3GHz 12-inch (Early 2016),6649.0,,256.0,SSD,Unknown,,190.0,2016,Intel Core m7,12.0,,,8,8.0,256 GB,Unknown
Switch,Mac,MacBook,MacBook M7 1.3GHz 12-inch (Early 2016),6649.0,,512.0,SSD,Unknown,,250.0,2016,Intel Core m7,12.0,,,8,8.0,512 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),12399.0,,512.0,SSD,Unknown,,2520.0,2021,M1 Max,14.0,,,"32, 64",32.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),12399.0,,1024.0,SSD,Unknown,,2680.0,2021,M1 Max,14.0,,,"32, 64",32.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),14799.0,,2048.0,SSD,Unknown,,2680.0,2021,M1 Max,14.0,,,"32, 64",32.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),17999.0,,4096.0,SSD,Unknown,,3510.0,2021,M1 Max,14.0,,,"32, 64",32.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),21999.0,,8192.0,SSD,Unknown,,4380.0,2021,M1 Max,14.0,,,"32, 64",32.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),13199.0,,512.0,SSD,Unknown,,2690.0,2021,M1 Max,14.0,,,"32, 64",32.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),13199.0,,1024.0,SSD,Unknown,,2780.0,2021,M1 Max,14.0,,,"32, 64",32.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),15599.0,,2048.0,SSD,Unknown,,3130.0,2021,M1 Max,14.0,,,"32, 64",32.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),18799.0,,4096.0,SSD,Unknown,,3580.0,2021,M1 Max,14.0,,,"32, 64",32.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),22799.0,,8192.0,SSD,Unknown,,4550.0,2021,M1 Max,14.0,,,"32, 64",32.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),9599.0,,512.0,SSD,Unknown,,1980.0,2021,M1 Pro,14.0,,,"16, 32",16.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),9599.0,,1024.0,SSD,Unknown,,2170.0,2021,M1 Pro,14.0,,,"16, 32",16.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),11999.0,,2048.0,SSD,Unknown,,2410.0,2021,M1 Pro,14.0,,,"16, 32",16.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),15199.0,,4096.0,SSD,Unknown,,2890.0,2021,M1 Pro,14.0,,,"16, 32",16.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),19199.0,,8192.0,SSD,Unknown,,3970.0,2021,M1 Pro,14.0,,,"16, 32",16.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),9999.0,,512.0,SSD,Unknown,,2120.0,2021,M1 Pro,14.0,,,"16, 32",16.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),10799.0,,1024.0,SSD,Unknown,,2300.0,2021,M1 Pro,14.0,,,"16, 32",16.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),12399.0,,2048.0,SSD,Unknown,,2560.0,2021,M1 Pro,14.0,,,"16, 32",16.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),15599.0,,4096.0,SSD,Unknown,,3070.0,2021,M1 Pro,14.0,,,"16, 32",16.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),19599.0,,8192.0,SSD,Unknown,,4090.0,2021,M1 Pro,14.0,,,"16, 32",16.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),8799.0,,512.0,SSD,Unknown,,1840.0,2021,M1 Pro,14.0,,,"16, 32",16.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),9599.0,,1024.0,SSD,Unknown,,2050.0,2021,M1 Pro,14.0,,,"16, 32",16.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),11199.0,,2048.0,SSD,Unknown,,2070.0,2021,M1 Pro,14.0,,,"16, 32",16.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),14399.0,,4096.0,SSD,Unknown,,2510.0,2021,M1 Pro,14.0,,,"16, 32",16.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),18399.0,,8192.0,SSD,Unknown,,3700.0,2021,M1 Pro,14.0,,,"16, 32",16.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),13199.0,,512.0,SSD,Unknown,,2700.0,2021,M1 Max,16.0,,,"32, 64",32.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),14799.0,,1024.0,SSD,Unknown,,2750.0,2021,M1 Max,16.0,,,"32, 64",32.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),16399.0,,2048.0,SSD,Unknown,,3090.0,2021,M1 Max,16.0,,,"32, 64",32.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),19599.0,,4096.0,SSD,Unknown,,3590.0,2021,M1 Max,16.0,,,"32, 64",32.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),23599.0,,8192.0,SSD,Unknown,,4610.0,2021,M1 Max,16.0,,,"32, 64",32.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),13999.0,,512.0,SSD,Unknown,,2720.0,2021,M1 Max,16.0,,,"32, 64",32.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),14799.0,,1024.0,SSD,Unknown,,2920.0,2021,M1 Max,16.0,,,"32, 64",32.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),16399.0,,2048.0,SSD,Unknown,,3260.0,2021,M1 Max,16.0,,,"32, 64",32.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),19599.0,,4096.0,SSD,Unknown,,3800.0,2021,M1 Max,16.0,,,"32, 64",32.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),23599.0,,8192.0,SSD,Unknown,,4770.0,2021,M1 Max,16.0,,,"32, 64",32.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),10799.0,,512.0,SSD,Unknown,,2150.0,2021,M1 Pro,16.0,,,"16, 32",16.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),11599.0,,1024.0,SSD,Unknown,,2320.0,2021,M1 Pro,16.0,,,"16, 32",16.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),13199.0,,2048.0,SSD,Unknown,,2680.0,2021,M1 Pro,16.0,,,"16, 32",16.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),16399.0,,4096.0,SSD,Unknown,,3100.0,2021,M1 Pro,16.0,,,"16, 32",16.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),20399.0,,8192.0,SSD,Unknown,,3400.0,2021,M1 Pro,16.0,,,"16, 32",16.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),5499.0,,128.0,SSD,Unknown,,420.0,2019,Intel Core i5,13.0,,,"8, 16",8.0,128 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),7849.0,,256.0,SSD,Unknown,,520.0,2019,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),7099.0,,512.0,SSD,Unknown,,570.0,2019,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),7899.0,,1024.0,SSD,Unknown,,640.0,2019,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),9499.0,,2048.0,SSD,Unknown,,690.0,2019,Intel Core i5,13.0,,,"8, 16",8.0,2 TB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),5599.0,,256.0,SSD,Unknown,,660.0,2020,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),7849.0,,512.0,SSD,Unknown,,710.0,2020,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),8699.0,,1024.0,SSD,Unknown,,760.0,2020,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),10399.0,,2048.0,SSD,Unknown,,780.0,2020,Intel Core i5,13.0,,,"8, 16",8.0,2 TB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Late 2016),6299.0,,256.0,SSD,Unknown,,250.0,2016,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Late 2016),6299.0,,512.0,SSD,Unknown,,300.0,2016,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Late 2016),7099.0,,1024.0,SSD,Unknown,,350.0,2016,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),7999.0,,512.0,SSD,Unknown,,760.0,2020,Intel Core i5,13.0,,,"16, 32",16.0,512 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),8799.0,,1024.0,SSD,Unknown,,830.0,2020,Intel Core i5,13.0,,,"16, 32",16.0,1 TB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),10499.0,,2048.0,SSD,Unknown,,920.0,2020,Intel Core i5,13.0,,,"16, 32",16.0,2 TB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),13899.0,,4096.0,SSD,Unknown,,1050.0,2020,Intel Core i5,13.0,,,"16, 32",16.0,4 TB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),5999.0,,128.0,SSD,Unknown,,350.0,2017,Intel Core i5,13.0,,,"8, 16",8.0,128 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),5999.0,,256.0,SSD,Unknown,,450.0,2017,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),6899.0,,512.0,SSD,Unknown,,500.0,2017,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),6899.0,,1024.0,SSD,Unknown,,550.0,2017,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,Unknown
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2018),7499.0,,256.0,SSD,Unknown,,500.0,2018,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,Unknown
