Provider,Device,Sub-device,Standardized Model,MSRP,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM),Model_Year,Chipset,Screen Size,Case Size,Charging Method,RAM Configurations (GB),RAM Min (GB),Mac Storage Category,Mac Generation
iTworld,iPad,iPad mini,iPad Mini 3,2249.0,,64.0,Unknown,Wi-Fi + Cellular,,120.0,2014,A7,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 3,1695.0,,64.0,Unknown,Wi-Fi,,100.0,2014,A7,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 3,2679.0,,128.0,Unknown,Wi-Fi + Cellular,,150.0,2014,A7,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 3,2045.0,,128.0,Unknown,Wi-Fi,,130.0,2014,A7,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 4,2099.0,,16.0,Unknown,Wi-Fi + Cellular,,120.0,2015,A8,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 4,1599.0,,16.0,Unknown,Wi-Fi,,100.0,2015,A8,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 4,2199.0,,32.0,Unknown,Wi-Fi + Cellular,,170.0,2015,A8,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 4,1699.0,,32.0,Unknown,Wi-Fi,,140.0,2015,A8,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 4,2499.0,,64.0,Unknown,Wi-Fi + Cellular,,200.0,2015,A8,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 4,1999.0,,64.0,Unknown,Wi-Fi,,170.0,2015,A8,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 4,2899.0,,128.0,Unknown,Wi-Fi + Cellular,,250.0,2015,A8,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 4,2399.0,,128.0,Unknown,Wi-Fi,,200.0,2015,A8,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 5,2249.0,,64.0,Unknown,Wi-Fi + Cellular,,350.0,2019,A12 Bionic,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 5,1699.0,,64.0,Unknown,Wi-Fi,,300.0,2019,A12 Bionic,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 5,2899.0,,256.0,Unknown,Wi-Fi + Cellular,,400.0,2019,A12 Bionic,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 5,2349.0,,256.0,Unknown,Wi-Fi,,350.0,2019,A12 Bionic,7.9,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 6,2949.0,,64.0,Unknown,Wi-Fi + Cellular,,800.0,2021,A15 Bionic,8.3,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 6,2299.0,,64.0,Unknown,Wi-Fi,,590.0,2021,A15 Bionic,8.3,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 6,3599.0,,256.0,Unknown,Wi-Fi + Cellular,,900.0,2021,A15 Bionic,8.3,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 6,2949.0,,256.0,Unknown,Wi-Fi,,700.0,2021,A15 Bionic,8.3,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 7,2899.0,,128.0,Unknown,Wi-Fi + Cellular,,1070.0,2024,A17 Pro,8.3,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 7,3299.0,,256.0,Unknown,Wi-Fi + Cellular,,1290.0,2024,A17 Pro,8.3,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 7,4199.0,,512.0,Unknown,Wi-Fi + Cellular,,1520.0,2024,A17 Pro,8.3,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 7,2199.0,,128.0,Unknown,Wi-Fi,,890.0,2024,A17 Pro,8.3,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 7,2599.0,,256.0,Unknown,Wi-Fi,,1010.0,2024,A17 Pro,8.3,,,,,,Unknown
iTworld,iPad,iPad mini,iPad Mini 7,3499.0,,512.0,Unknown,Wi-Fi,,1350.0,2024,A17 Pro,8.3,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),3599.0,,64.0,Unknown,Wi-Fi + Cellular,,200.0,2017,A10X,10.5,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),2999.0,,64.0,Unknown,Wi-Fi,,150.0,2017,A10X,10.5,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),4299.0,,256.0,Unknown,Wi-Fi + Cellular,,300.0,2017,A10X,10.5,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),3699.0,,256.0,Unknown,Wi-Fi,,250.0,2017,A10X,10.5,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),4999.0,,512.0,Unknown,Wi-Fi + Cellular,,350.0,2017,A10X,10.5,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),4399.0,,512.0,Unknown,Wi-Fi,,300.0,2017,A10X,10.5,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),4149.0,,128.0,Unknown,Wi-Fi + Cellular,,830.0,2020,A12Z,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),3499.0,,128.0,Unknown,Wi-Fi,,750.0,2020,A12Z,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),4599.0,,256.0,Unknown,Wi-Fi + Cellular,,930.0,2020,A12Z,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),3949.0,,256.0,Unknown,Wi-Fi,,830.0,2020,A12Z,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),5499.0,,512.0,Unknown,Wi-Fi + Cellular,,1100.0,2020,A12Z,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),4849.0,,512.0,Unknown,Wi-Fi,,950.0,2020,A12Z,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),6399.0,,1024.0,Unknown,Wi-Fi + Cellular,,1130.0,2020,A12Z,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),5749.0,,1024.0,Unknown,Wi-Fi,,1000.0,2020,A12Z,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),4149.0,,128.0,Unknown,Wi-Fi + Cellular,,1130.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),3499.0,,128.0,Unknown,Wi-Fi,,1030.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),4599.0,,256.0,Unknown,Wi-Fi + Cellular,,1320.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),3949.0,,256.0,Unknown,Wi-Fi,,1200.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),5499.0,,512.0,Unknown,Wi-Fi + Cellular,,1480.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),4849.0,,512.0,Unknown,Wi-Fi,,1330.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),7299.0,,1024.0,Unknown,Wi-Fi + Cellular,,1560.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),6649.0,,1024.0,Unknown,Wi-Fi,,1370.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),9099.0,,2048.0,Unknown,Wi-Fi + Cellular,,1750.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),8449.0,,2048.0,Unknown,Wi-Fi,,1560.0,2021,M1,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),4649.0,,128.0,Unknown,Wi-Fi + Cellular,,1400.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),3899.0,,128.0,Unknown,Wi-Fi,,1230.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),5149.0,,256.0,Unknown,Wi-Fi + Cellular,,1530.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),4399.0,,256.0,Unknown,Wi-Fi,,1380.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),6149.0,,512.0,Unknown,Wi-Fi + Cellular,,1650.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),5399.0,,512.0,Unknown,Wi-Fi,,1500.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),8149.0,,1024.0,Unknown,Wi-Fi + Cellular,,1750.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),7399.0,,1024.0,Unknown,Wi-Fi,,1600.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),10149.0,,2048.0,Unknown,Wi-Fi + Cellular,,1950.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),9399.0,,2048.0,Unknown,Wi-Fi,,1800.0,2022,M2,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,9799.0,,1024.0,Unknown,Wi-Fi + Cellular,,3000.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,11799.0,,2048.0,Unknown,Wi-Fi + Cellular,,3550.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,6299.0,,256.0,Unknown,Wi-Fi + Cellular,,2100.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,7299.0,,512.0,Unknown,Wi-Fi + Cellular,,2430.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,9299.0,,1024.0,Unknown,Wi-Fi + Cellular,,2950.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,11299.0,,2048.0,Unknown,Wi-Fi + Cellular,,3500.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,8799.0,,1024.0,Unknown,Wi-Fi,,2700.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,10799.0,,2048.0,Unknown,Wi-Fi,,3250.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,5299.0,,256.0,Unknown,Wi-Fi,,1800.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,6299.0,,512.0,Unknown,Wi-Fi,,2180.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,8299.0,,1024.0,Unknown,Wi-Fi,,2680.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,10299.0,,2048.0,Unknown,Wi-Fi,,3210.0,2024,M4,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),4349.0,,64.0,Unknown,Wi-Fi + Cellular,,650.0,2018,A12X,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),3699.0,,64.0,Unknown,Wi-Fi,,550.0,2018,A12X,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),4999.0,,256.0,Unknown,Wi-Fi + Cellular,,750.0,2018,A12X,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),4349.0,,256.0,Unknown,Wi-Fi,,650.0,2018,A12X,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),5849.0,,512.0,Unknown,Wi-Fi + Cellular,,850.0,2018,A12X,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),5199.0,,512.0,Unknown,Wi-Fi,,750.0,2018,A12X,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),7149.0,,1024.0,Unknown,Wi-Fi + Cellular,,950.0,2018,A12X,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),6499.0,,1024.0,Unknown,Wi-Fi,,850.0,2018,A12X,11.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),3599.0,,32.0,Unknown,Wi-Fi,,160.0,2015,A9X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),5449.0,,128.0,Unknown,Wi-Fi + Cellular,,1280.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),4799.0,,128.0,Unknown,Wi-Fi,,1180.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),5899.0,,256.0,Unknown,Wi-Fi + Cellular,,1380.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),5249.0,,256.0,Unknown,Wi-Fi,,1300.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),6799.0,,512.0,Unknown,Wi-Fi + Cellular,,1510.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),6149.0,,512.0,Unknown,Wi-Fi,,1400.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),8599.0,,1024.0,Unknown,Wi-Fi + Cellular,,1660.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),7949.0,,1024.0,Unknown,Wi-Fi,,1510.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),10399.0,,2048.0,Unknown,Wi-Fi + Cellular,,1810.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),9749.0,,2048.0,Unknown,Wi-Fi,,1740.0,2021,M1,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),6149.0,,128.0,Unknown,Wi-Fi + Cellular,,1580.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),5399.0,,128.0,Unknown,Wi-Fi,,1430.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),6599.0,,256.0,Unknown,Wi-Fi + Cellular,,1700.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),5849.0,,256.0,Unknown,Wi-Fi,,1550.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),7499.0,,512.0,Unknown,Wi-Fi + Cellular,,1850.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),6749.0,,512.0,Unknown,Wi-Fi,,1680.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),9299.0,,1024.0,Unknown,Wi-Fi + Cellular,,1930.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),8549.0,,1024.0,Unknown,Wi-Fi,,1880.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),11099.0,,2048.0,Unknown,Wi-Fi + Cellular,,2130.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),10349.0,,2048.0,Unknown,Wi-Fi,,2080.0,2022,M2,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),4899.0,,128.0,Unknown,Wi-Fi + Cellular,,200.0,2015,A9X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),4299.0,,128.0,Unknown,Wi-Fi,,170.0,2015,A9X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),5699.0,,256.0,Unknown,Wi-Fi + Cellular,,250.0,2015,A9X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),4999.0,,256.0,Unknown,Wi-Fi,,200.0,2015,A9X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),4849.0,,64.0,Unknown,Wi-Fi + Cellular,,410.0,2017,A10X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),4199.0,,64.0,Unknown,Wi-Fi,,380.0,2017,A10X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),5499.0,,256.0,Unknown,Wi-Fi + Cellular,,480.0,2017,A10X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),4849.0,,256.0,Unknown,Wi-Fi,,430.0,2017,A10X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),6399.0,,512.0,Unknown,Wi-Fi + Cellular,,580.0,2017,A10X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),5749.0,,512.0,Unknown,Wi-Fi,,560.0,2017,A10X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),4999.0,,64.0,Unknown,Wi-Fi + Cellular,,750.0,2018,A12X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),4349.0,,64.0,Unknown,Wi-Fi,,650.0,2018,A12X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),5649.0,,256.0,Unknown,Wi-Fi + Cellular,,850.0,2018,A12X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),4999.0,,256.0,Unknown,Wi-Fi,,750.0,2018,A12X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),6499.0,,512.0,Unknown,Wi-Fi + Cellular,,950.0,2018,A12X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),5849.0,,512.0,Unknown,Wi-Fi,,850.0,2018,A12X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),8199.0,,1024.0,Unknown,Wi-Fi + Cellular,,1050.0,2018,A12X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),7549.0,,1024.0,Unknown,Wi-Fi,,950.0,2018,A12X,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),5049.0,,128.0,Unknown,Wi-Fi + Cellular,,1100.0,2020,A12Z,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),4399.0,,128.0,Unknown,Wi-Fi,,930.0,2020,A12Z,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),5499.0,,256.0,Unknown,Wi-Fi + Cellular,,1230.0,2020,A12Z,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),4849.0,,256.0,Unknown,Wi-Fi,,1100.0,2020,A12Z,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),6399.0,,512.0,Unknown,Wi-Fi + Cellular,,1380.0,2020,A12Z,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),5749.0,,512.0,Unknown,Wi-Fi,,1230.0,2020,A12Z,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),7299.0,,1024.0,Unknown,Wi-Fi + Cellular,,1450.0,2020,A12Z,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),6649.0,,1024.0,Unknown,Wi-Fi,,1310.0,2020,A12Z,12.9,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,9999.0,,1024.0,Unknown,Wi-Fi + Cellular,,3650.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,11999.0,,2048.0,Unknown,Wi-Fi + Cellular,,4200.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,6499.0,,256.0,Unknown,Wi-Fi + Cellular,,2620.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,7499.0,,512.0,Unknown,Wi-Fi + Cellular,,3000.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,9499.0,,1024.0,Unknown,Wi-Fi + Cellular,,3600.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,11499.0,,2048.0,Unknown,Wi-Fi + Cellular,,4150.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,8999.0,,1024.0,Unknown,Wi-Fi,,3250.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,10999.0,,2048.0,Unknown,Wi-Fi,,3800.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,5499.0,,256.0,Unknown,Wi-Fi,,2230.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,6499.0,,512.0,Unknown,Wi-Fi,,2650.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,8499.0,,1024.0,Unknown,Wi-Fi,,3210.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,10499.0,,2048.0,Unknown,Wi-Fi,,3780.0,2024,M4,13.0,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),3299.0,,32.0,Unknown,Wi-Fi + Cellular,,160.0,2016,A9X,9.7,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),2699.0,,32.0,Unknown,Wi-Fi,,150.0,2016,A9X,9.7,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),3999.0,,128.0,Unknown,Wi-Fi + Cellular,,170.0,2016,A9X,9.7,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),3399.0,,128.0,Unknown,Wi-Fi,,160.0,2016,A9X,9.7,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),4699.0,,256.0,Unknown,Wi-Fi + Cellular,,210.0,2016,A9X,9.7,,,,,,Unknown
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),4099.0,,256.0,Unknown,Wi-Fi,,200.0,2016,A9X,9.7,,,,,,Unknown
Machines,iPad,iPad,iPad 7,1849.0,,128.0,Unknown,Wi-Fi,,225.0,2019,A10 Fusion,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 7,1999.0,,32.0,Unknown,Wi-Fi + Cellular,,150.0,2019,A10 Fusion,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 7,2399.0,,128.0,Unknown,Wi-Fi + Cellular,,325.0,2019,A10 Fusion,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 8,1449.0,,32.0,Unknown,Wi-Fi,,225.0,2020,A12 Bionic,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 8,1849.0,,128.0,Unknown,Wi-Fi,,300.0,2020,A12 Bionic,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 8,1999.0,,32.0,Unknown,Wi-Fi + Cellular,,300.0,2020,A12 Bionic,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 8,2399.0,,128.0,Unknown,Wi-Fi + Cellular,,400.0,2020,A12 Bionic,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 9,1599.0,,64.0,Unknown,Wi-Fi,,350.0,2021,A13 Bionic,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 9,2199.0,,256.0,Unknown,Wi-Fi,,525.0,2021,A13 Bionic,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 9,2299.0,,64.0,Unknown,Wi-Fi + Cellular,,525.0,2021,A13 Bionic,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 9,2899.0,,256.0,Unknown,Wi-Fi + Cellular,,650.0,2021,A13 Bionic,10.2,,,,,,Unknown
Machines,iPad,iPad,iPad 10,2099.0,,64.0,Unknown,Wi-Fi,,600.0,2022,A14 Bionic,10.9,,,,,,Unknown
Machines,iPad,iPad,iPad 10,2549.0,,256.0,Unknown,Wi-Fi,,800.0,2022,A14 Bionic,10.9,,,,,,Unknown
Machines,iPad,iPad,iPad 10,2849.0,,64.0,Unknown,Wi-Fi + Cellular,,750.0,2022,A14 Bionic,10.9,,,,,,Unknown
Machines,iPad,iPad,iPad 10,3299.0,,256.0,Unknown,Wi-Fi + Cellular,,975.0,2022,A14 Bionic,10.9,,,,,,Unknown
Machines,iPad,iPad,iPad 11,1599.0,,128.0,Unknown,Wi-Fi,,600.0,2025,A16,11.0,,,,,,Unknown
Machines,iPad,iPad,iPad 11,1999.0,,256.0,Unknown,Wi-Fi,,775.0,2025,A16,11.0,,,,,,Unknown
Machines,iPad,iPad,iPad 11,2799.0,,512.0,Unknown,Wi-Fi,,1075.0,2025,A16,11.0,,,,,,Unknown
