Provider,Device,Sub-device,Standardized Model,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM),Model_Year,Chipset,Screen Size,Case Size,Charging Method,RAM Configurations (GB),RAM Min (GB),Mac Storage Category,Mac Generation
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,1 TB,SSD,,,3170,2024,M3,15.0,,,"8, 16, 24",8.0,1 TB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,2 TB,SSD,,,3450,2024,M3,15.0,,,"8, 16, 24",8.0,2 TB,M3
Switch,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 8-Core GPU 13.6-inch (Early 2024),,256 GB,SSD,,,1970,2024,M3,13.6,,,"8, 16, 24",8.0,256 GB,M3
Switch,Mac,MacBook,MacBook i5 1.3GHz 12-inch (Mid 2017),,256 GB,SSD,,,280,2017,Intel Core i5,12.0,,,"8, 16",8.0,256 GB,
Switch,Mac,MacBook,MacBook i5 1.3GHz 12-inch (Mid 2017),,512 GB,SSD,,,330,2017,Intel Core i5,12.0,,,"8, 16",8.0,512 GB,
Switch,Mac,MacBook,MacBook i7 1.4GHz 12-inch (Mid 2017),,256 GB,SSD,,,330,2017,Intel Core i7,12.0,,,"8, 16",8.0,256 GB,
Switch,Mac,MacBook,MacBook i7 1.4GHz 12-inch (Mid 2017),,512 GB,SSD,,,380,2017,Intel Core i7,12.0,,,"8, 16",8.0,512 GB,
Switch,Mac,MacBook,MacBook M3 1.1GHz 12-inch (Early 2016),,256 GB,SSD,,,120,2016,Intel Core m3,12.0,,,8,8.0,256 GB,M3
Switch,Mac,MacBook,MacBook M3 1.2GHz 12-inch (Mid 2017),,256 GB,SSD,,,280,2017,Intel Core m3,12.0,,,"8, 16",8.0,256 GB,M3
Switch,Mac,MacBook,MacBook M5 1.2GHz 12-inch (Early 2016),,512 GB,SSD,,,250,2016,Intel Core m5,12.0,,,8,8.0,512 GB,M5
Switch,Mac,MacBook,MacBook M7 1.3GHz 12-inch (Early 2016),,256 GB,SSD,,,190,2016,Intel Core m7,12.0,,,8,8.0,256 GB,
Switch,Mac,MacBook,MacBook M7 1.3GHz 12-inch (Early 2016),,512 GB,SSD,,,250,2016,Intel Core m7,12.0,,,8,8.0,512 GB,
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,512 GB,SSD,,,2520,2021,M1 Max,14.0,,,"32, 64",32.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,1 TB,SSD,,,2680,2021,M1 Max,14.0,,,"32, 64",32.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,2 TB,SSD,,,2680,2021,M1 Max,14.0,,,"32, 64",32.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,4 TB,SSD,,,3510,2021,M1 Max,14.0,,,"32, 64",32.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,8 TB,SSD,,,4380,2021,M1 Max,14.0,,,"32, 64",32.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,512 GB,SSD,,,2690,2021,M1 Max,14.0,,,"32, 64",32.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,1 TB,SSD,,,2780,2021,M1 Max,14.0,,,"32, 64",32.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,2 TB,SSD,,,3130,2021,M1 Max,14.0,,,"32, 64",32.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,4 TB,SSD,,,3580,2021,M1 Max,14.0,,,"32, 64",32.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,8 TB,SSD,,,4550,2021,M1 Max,14.0,,,"32, 64",32.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,512 GB,SSD,,,1980,2021,M1 Pro,14.0,,,"16, 32",16.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,1 TB,SSD,,,2170,2021,M1 Pro,14.0,,,"16, 32",16.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,2 TB,SSD,,,2410,2021,M1 Pro,14.0,,,"16, 32",16.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,4 TB,SSD,,,2890,2021,M1 Pro,14.0,,,"16, 32",16.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,8 TB,SSD,,,3970,2021,M1 Pro,14.0,,,"16, 32",16.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,512 GB,SSD,,,2120,2021,M1 Pro,14.0,,,"16, 32",16.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,1 TB,SSD,,,2300,2021,M1 Pro,14.0,,,"16, 32",16.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,2 TB,SSD,,,2560,2021,M1 Pro,14.0,,,"16, 32",16.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,4 TB,SSD,,,3070,2021,M1 Pro,14.0,,,"16, 32",16.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,8 TB,SSD,,,4090,2021,M1 Pro,14.0,,,"16, 32",16.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,512 GB,SSD,,,1840,2021,M1 Pro,14.0,,,"16, 32",16.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,1 TB,SSD,,,2050,2021,M1 Pro,14.0,,,"16, 32",16.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,2 TB,SSD,,,2070,2021,M1 Pro,14.0,,,"16, 32",16.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,4 TB,SSD,,,2510,2021,M1 Pro,14.0,,,"16, 32",16.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,8 TB,SSD,,,3700,2021,M1 Pro,14.0,,,"16, 32",16.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,512 GB,SSD,,,2700,2021,M1 Max,16.0,,,"32, 64",32.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,1 TB,SSD,,,2750,2021,M1 Max,16.0,,,"32, 64",32.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,2 TB,SSD,,,3090,2021,M1 Max,16.0,,,"32, 64",32.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,4 TB,SSD,,,3590,2021,M1 Max,16.0,,,"32, 64",32.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,8 TB,SSD,,,4610,2021,M1 Max,16.0,,,"32, 64",32.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,512 GB,SSD,,,2720,2021,M1 Max,16.0,,,"32, 64",32.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,1 TB,SSD,,,2920,2021,M1 Max,16.0,,,"32, 64",32.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,2 TB,SSD,,,3260,2021,M1 Max,16.0,,,"32, 64",32.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,4 TB,SSD,,,3800,2021,M1 Max,16.0,,,"32, 64",32.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,8 TB,SSD,,,4770,2021,M1 Max,16.0,,,"32, 64",32.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,512 GB,SSD,,,2150,2021,M1 Pro,16.0,,,"16, 32",16.0,512 GB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,1 TB,SSD,,,2320,2021,M1 Pro,16.0,,,"16, 32",16.0,1 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,2 TB,SSD,,,2680,2021,M1 Pro,16.0,,,"16, 32",16.0,2 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,4 TB,SSD,,,3100,2021,M1 Pro,16.0,,,"16, 32",16.0,4 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,8 TB,SSD,,,3400,2021,M1 Pro,16.0,,,"16, 32",16.0,8 TB,M1
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,128 GB,SSD,,,420,2019,Intel Core i5,13.0,,,"8, 16",8.0,128 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,256 GB,SSD,,,520,2019,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,512 GB,SSD,,,570,2019,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,1 TB,SSD,,,640,2019,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,2 TB,SSD,,,690,2019,Intel Core i5,13.0,,,"8, 16",8.0,2 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),,256 GB,SSD,,,660,2020,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),,512 GB,SSD,,,710,2020,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),,1 TB,SSD,,,760,2020,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),,2 TB,SSD,,,780,2020,Intel Core i5,13.0,,,"8, 16",8.0,2 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Late 2016),,256 GB,SSD,,,250,2016,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Late 2016),,512 GB,SSD,,,300,2016,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Late 2016),,1 TB,SSD,,,350,2016,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),,512 GB,SSD,,,760,2020,Intel Core i5,13.0,,,"16, 32",16.0,512 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),,1 TB,SSD,,,830,2020,Intel Core i5,13.0,,,"16, 32",16.0,1 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),,2 TB,SSD,,,920,2020,Intel Core i5,13.0,,,"16, 32",16.0,2 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),,4 TB,SSD,,,1050,2020,Intel Core i5,13.0,,,"16, 32",16.0,4 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),,128 GB,SSD,,,350,2017,Intel Core i5,13.0,,,"8, 16",8.0,128 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),,256 GB,SSD,,,450,2017,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),,512 GB,SSD,,,500,2017,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),,1 TB,SSD,,,550,2017,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2018),,256 GB,SSD,,,500,2018,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2018),,512 GB,SSD,,,600,2018,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2018),,1 TB,SSD,,,700,2018,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2018),,2 TB,SSD,,,770,2018,Intel Core i5,13.0,,,"8, 16",8.0,2 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.4GHz 13-inch (Mid 2019),,256 GB,SSD,,,690,2019,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.4GHz 13-inch (Mid 2019),,512 GB,SSD,,,700,2019,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.4GHz 13-inch (Mid 2019),,1 TB,SSD,,,730,2019,Intel Core i5,13.0,,,"8, 16",8.0,1 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.4GHz 13-inch (Mid 2019),,2 TB,SSD,,,760,2019,Intel Core i5,13.0,,,"8, 16",8.0,2 TB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.7GHz 13-inch (Early 2015),,128 GB,SSD,,,80,2015,Intel Core i5,13.0,,,"8, 16",8.0,128 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.7GHz 13-inch (Early 2015),,256 GB,SSD,,,80,2015,Intel Core i5,13.0,,,"8, 16",8.0,256 GB,
Switch,Mac,MacBook Pro,MacBook Pro i5 2.7GHz 13-inch (Early 2015),,512 GB,SSD,,,120,2015,Intel Core i5,13.0,,,"8, 16",8.0,512 GB,
