Provider,Device,Sub-device,Standardized Model,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM)
Machines,iPhone,iPhone,iPhone 14 Plus (eSIM),,128 GB,,,,895
Machines,iPhone,iPhone,iPhone 14 Plus (eSIM),,256 GB,,,,985
Machines,iPhone,iPhone,iPhone 14 Plus (eSIM),,512 GB,,,,1080
Machines,iPhone,iPhone,iPhone 14 Pro (eSIM),,128 GB,,,,1140
Machines,iPhone,iPhone,iPhone 14 Pro (eSIM),,256 GB,,,,1310
Machines,iPhone,iPhone,iPhone 14 Pro (eSIM),,512 GB,,,,1375
Machines,iPhone,iPhone,iPhone 14 Pro (eSIM),,1 TB,,,,1465
Machines,iPhone,iPhone,iPhone 14 Pro Max (eSIM),,128 GB,,,,1350
Machines,iPhone,iPhone,iPhone 14 Pro Max (eSIM),,256 GB,,,,1445
Machines,iPhone,iPhone,iPhone 14 Pro Max (eSIM),,512 GB,,,,1560
Machines,iPhone,iPhone,iPhone 14 Pro Max (eSIM),,1 TB,,,,1700
Machines,iPhone,iPhone,iPhone 15,,128 GB,,,,1460
Machines,iPhone,iPhone,iPhone 15,,256 GB,,,,1625
Machines,iPhone,iPhone,iPhone 15,,512 GB,,,,1775
Machines,iPhone,iPhone,iPhone 15 Plus,,128 GB,,,,1550
Machines,iPhone,iPhone,iPhone 15 Plus,,256 GB,,,,1775
Machines,iPhone,iPhone,iPhone 15 Plus,,512 GB,,,,1975
Machines,iPhone,iPhone,iPhone 15 Pro,,128 GB,,,,1725
Machines,iPhone,iPhone,iPhone 15 Pro,,256 GB,,,,2000
Machines,iPhone,iPhone,iPhone 15 Pro,,512 GB,,,,2125
Machines,iPhone,iPhone,iPhone 15 Pro,,1 TB,,,,2350
Machines,iPhone,iPhone,iPhone 15 Pro Max,,256 GB,,,,2200
Machines,iPhone,iPhone,iPhone 15 Pro Max,,512 GB,,,,2425
Machines,iPhone,iPhone,iPhone 15 Pro Max,,1 TB,,,,2650
Machines,iPhone,iPhone,iPhone 15 (eSIM),,128 GB,,,,1210
Machines,iPhone,iPhone,iPhone 15 (eSIM),,256 GB,,,,1320
Machines,iPhone,iPhone,iPhone 15 (eSIM),,512 GB,,,,1445
Machines,iPhone,iPhone,iPhone 15 Plus (eSIM),,128 GB,,,,1295
Machines,iPhone,iPhone,iPhone 15 Plus (eSIM),,256 GB,,,,1440
Machines,iPhone,iPhone,iPhone 15 Plus (eSIM),,512 GB,,,,1640
Machines,iPhone,iPhone,iPhone 15 Pro (eSIM),,128 GB,,,,1535
Machines,iPhone,iPhone,iPhone 15 Pro (eSIM),,256 GB,,,,1665
Machines,iPhone,iPhone,iPhone 15 Pro (eSIM),,512 GB,,,,1830
Machines,iPhone,iPhone,iPhone 15 Pro (eSIM),,1 TB,,,,2050
Machines,iPhone,iPhone,iPhone 15 Pro Max (eSIM),,256 GB,,,,1830
Machines,iPhone,iPhone,iPhone 15 Pro Max (eSIM),,512 GB,,,,2090
Machines,iPhone,iPhone,iPhone 15 Pro Max (eSIM),,1 TB,,,,2340
Machines,iPhone,iPhone,iPhone 16e,,128 GB,,,,1125
Machines,iPhone,iPhone,iPhone 16e,,256 GB,,,,1275
Machines,iPhone,iPhone,iPhone 16e,,512 GB,,,,1675
Machines,iPhone,iPhone,iPhone 16,,128 GB,,,,1800
Machines,iPhone,iPhone,iPhone 16,,256 GB,,,,2075
Machines,iPhone,iPhone,iPhone 16,,512 GB,,,,2430
Machines,iPhone,iPhone,iPhone 16 Plus,,128 GB,,,,2120
Machines,iPhone,iPhone,iPhone 16 Plus,,256 GB,,,,2335
Machines,iPhone,iPhone,iPhone 16 Plus,,512 GB,,,,2690
Machines,iPhone,iPhone,iPhone 16 Pro,,128 GB,,,,2300
Machines,iPhone,iPhone,iPhone 16 Pro,,256 GB,,,,2525
Machines,iPhone,iPhone,iPhone 16 Pro,,512 GB,,,,2925
Machines,iPhone,iPhone,iPhone 16 Pro,,1 TB,,,,3400
Machines,iPhone,iPhone,iPhone 16 Pro Max,,256 GB,,,,3075
Machines,iPhone,iPhone,iPhone 16 Pro Max,,512 GB,,,,3300
Machines,iPhone,iPhone,iPhone 16 Pro Max,,1 TB,,,,3675
Machines,iPhone,iPhone,iPhone 16e (eSIM),,128 GB,,,,1065
Machines,iPhone,iPhone,iPhone 16e (eSIM),,256 GB,,,,1225
Machines,iPhone,iPhone,iPhone 16e (eSIM),,512 GB,,,,1590
Machines,iPhone,iPhone,iPhone 16 (eSIM),,128 GB,,,,1570
Machines,iPhone,iPhone,iPhone 16 (eSIM),,256 GB,,,,1785
Machines,iPhone,iPhone,iPhone 16 (eSIM),,512 GB,,,,2065
Machines,iPhone,iPhone,iPhone 16 Plus (eSIM),,128 GB,,,,1800
Machines,iPhone,iPhone,iPhone 16 Plus (eSIM),,256 GB,,,,1985
Machines,iPhone,iPhone,iPhone 16 Plus (eSIM),,512 GB,,,,2285
Machines,iPhone,iPhone,iPhone 16 Pro (eSIM),,128 GB,,,,2110
Machines,iPhone,iPhone,iPhone 16 Pro (eSIM),,256 GB,,,,2295
Machines,iPhone,iPhone,iPhone 16 Pro (eSIM),,512 GB,,,,2600
Machines,iPhone,iPhone,iPhone 16 Pro (eSIM),,1 TB,,,,2945
Machines,iPhone,iPhone,iPhone 16 Pro Max (eSIM),,256 GB,,,,2665
Machines,iPhone,iPhone,iPhone 16 Pro Max (eSIM),,512 GB,,,,2940
Machines,iPhone,iPhone,iPhone 16 Pro Max (eSIM),,1 TB,,,,3245
Machines,iPhone,iPhone,iPhone 17,,256 GB,,,,2135
Machines,iPhone,iPhone,iPhone 17,,512 GB,,,,2670
Machines,iPhone,iPhone,iPhone Air,,256 GB,,,,2490
Machines,iPhone,iPhone,iPhone Air,,512 GB,,,,2965
Machines,iPhone,iPhone,iPhone Air,,1 TB,,,,3445
Machines,iPhone,iPhone,iPhone 17 Pro,,256 GB,,,,3035
Machines,iPhone,iPhone,iPhone 17 Pro,,512 GB,,,,3570
Machines,iPhone,iPhone,iPhone 17 Pro,,1 TB,,,,4100
Machines,iPhone,iPhone,iPhone 17 Pro Max,,256 GB,,,,3300
Machines,iPhone,iPhone,iPhone 17 Pro Max,,512 GB,,,,3835
Machines,iPhone,iPhone,iPhone 17 Pro Max,,1 TB,,,,4370
Machines,iPhone,iPhone,iPhone 17 Pro Max,,2 TB,,,,5435
Switch,iPhone,iPhone,iPhone 17 Pro Max,,2 TB,,,,6010
Switch,iPhone,iPhone,iPhone 17 Pro Max,,1 TB,,,,4800
Switch,iPhone,iPhone,iPhone 17 Pro Max,,512 GB,,,,4130
Switch,iPhone,iPhone,iPhone 17 Pro Max,,256 GB,,,,3500
Switch,iPhone,iPhone,iPhone 17 Pro,,1 TB,,,,4150
Switch,iPhone,iPhone,iPhone 17 Pro,,512 GB,,,,3600
Switch,iPhone,iPhone,iPhone 17 Pro,,256 GB,,,,3190
Switch,iPhone,iPhone,iPhone 17,,512 GB,,,,2700
Switch,iPhone,iPhone,iPhone 17,,256 GB,,,,2290
Switch,iPhone,iPhone,iPhone Air,,256 GB,,,,2200
Switch,iPhone,iPhone,iPhone Air,,512 GB,,,,2400
Switch,iPhone,iPhone,iPhone Air,,1 TB,,,,2800
Switch,iPhone,iPhone,iPhone 16 Pro Max,,1 TB,,,,3500
Switch,iPhone,iPhone,iPhone 16 Pro Max,,512 GB,,,,3200
Switch,iPhone,iPhone,iPhone 16 Pro Max,,256 GB,,,,3010
Switch,iPhone,iPhone,iPhone 16 Pro,,1 TB,,,,2900
Switch,iPhone,iPhone,iPhone 16 Pro,,512 GB,,,,2700
Switch,iPhone,iPhone,iPhone 16 Pro,,256 GB,,,,2540
Switch,iPhone,iPhone,iPhone 16 Pro,,128 GB,,,,2310
Switch,iPhone,iPhone,iPhone 16 Plus,,512 GB,,,,2500
Switch,iPhone,iPhone,iPhone 16 Plus,,256 GB,,,,2250
Switch,iPhone,iPhone,iPhone 16 Plus,,128 GB,,,,2090
Switch,iPhone,iPhone,iPhone 16,,512 GB,,,,2180
Switch,iPhone,iPhone,iPhone 16,,256 GB,,,,1980
Switch,iPhone,iPhone,iPhone 16,,128 GB,,,,1800
Switch,iPhone,iPhone,iPhone 16e,,512 GB,,,,1500
Switch,iPhone,iPhone,iPhone 16e,,256 GB,,,,1200
Switch,iPhone,iPhone,iPhone 16e,,128 GB,,,,1050
Switch,iPhone,iPhone,iPhone 15 Pro Max,,1 TB,,,,2660
Switch,iPhone,iPhone,iPhone 15 Pro Max,,512 GB,,,,2440
Switch,iPhone,iPhone,iPhone 15 Pro Max,,256 GB,,,,2210
Switch,iPhone,iPhone,iPhone 15 Pro,,1 TB,,,,2360
Switch,iPhone,iPhone,iPhone 15 Pro,,512 GB,,,,2140
Switch,iPhone,iPhone,iPhone 15 Pro,,256 GB,,,,2010
Switch,iPhone,iPhone,iPhone 15 Pro,,128 GB,,,,1740
Switch,iPhone,iPhone,iPhone 15 Plus,,512 GB,,,,1800
Switch,iPhone,iPhone,iPhone 15 Plus,,256 GB,,,,1600
Switch,iPhone,iPhone,iPhone 15 Plus,,128 GB,,,,1450
Switch,iPhone,iPhone,iPhone 15,,512 GB,,,,1600
Switch,iPhone,iPhone,iPhone 15,,256 GB,,,,1450
Switch,iPhone,iPhone,iPhone 15,,128 GB,,,,1300
Switch,iPhone,iPhone,iPhone 14 Pro Max,,1 TB,,,,1990
Switch,iPhone,iPhone,iPhone 14 Pro Max,,512 GB,,,,1850
Switch,iPhone,iPhone,iPhone 14 Pro Max,,256 GB,,,,1710
Switch,iPhone,iPhone,iPhone 14 Pro Max,,128 GB,,,,1590
Switch,iPhone,iPhone,iPhone 14 Pro,,1 TB,,,,1690
Switch,iPhone,iPhone,iPhone 14 Pro,,512 GB,,,,1610
Switch,iPhone,iPhone,iPhone 14 Pro,,256 GB,,,,1540
Switch,iPhone,iPhone,iPhone 14 Pro,,128 GB,,,,1340
Switch,iPhone,iPhone,iPhone 14 Plus,,512 GB,,,,1240
Switch,iPhone,iPhone,iPhone 14 Plus,,256 GB,,,,1050
Switch,iPhone,iPhone,iPhone 14 Plus,,128 GB,,,,950
Switch,iPhone,iPhone,iPhone 14,,512 GB,,,,1110
Switch,iPhone,iPhone,iPhone 14,,256 GB,,,,950
Switch,iPhone,iPhone,iPhone 14,,128 GB,,,,850
Switch,iPhone,iPhone,iPhone 13 Pro Max,,1 TB,,,,1460
Switch,iPhone,iPhone,iPhone 13 Pro Max,,512 GB,,,,1340
Switch,iPhone,iPhone,iPhone 13 Pro Max,,256 GB,,,,1290
Switch,iPhone,iPhone,iPhone 13 Pro Max,,128 GB,,,,1110
Switch,iPhone,iPhone,iPhone 13 Pro,,1 TB,,,,1260
Switch,iPhone,iPhone,iPhone 13 Pro,,512 GB,,,,1150
Switch,iPhone,iPhone,iPhone 13 Pro,,256 GB,,,,1060
Switch,iPhone,iPhone,iPhone 13 Pro,,128 GB,,,,990
Switch,iPhone,iPhone,iPhone 13 Mini,,512 GB,,,,600
Switch,iPhone,iPhone,iPhone 13 Mini,,256 GB,,,,550
Switch,iPhone,iPhone,iPhone 13 Mini,,128 GB,,,,500
Switch,iPhone,iPhone,iPhone 13,,512 GB,,,,910
Switch,iPhone,iPhone,iPhone 13,,256 GB,,,,850
Switch,iPhone,iPhone,iPhone 13,,128 GB,,,,750
Switch,iPhone,iPhone,iPhone 12 Pro Max,,512 GB,,,,990
Switch,iPhone,iPhone,iPhone 12 Pro Max,,256 GB,,,,910
Switch,iPhone,iPhone,iPhone 12 Pro Max,,128 GB,,,,810
Switch,iPhone,iPhone,iPhone 12 Pro,,512 GB,,,,760
Switch,iPhone,iPhone,iPhone 12 Pro,,256 GB,,,,710
Switch,iPhone,iPhone,iPhone 12 Pro,,128 GB,,,,640
Switch,iPhone,iPhone,iPhone 12 Mini,,256 GB,,,,450
Switch,iPhone,iPhone,iPhone 12 Mini,,128 GB,,,,400
Switch,iPhone,iPhone,iPhone 12 Mini,,64 GB,,,,300
Switch,iPhone,iPhone,iPhone 12,,256 GB,,,,590
Switch,iPhone,iPhone,iPhone 12,,128 GB,,,,510
Switch,iPhone,iPhone,iPhone 12,,64 GB,,,,460
Switch,iPhone,iPhone,iPhone 11 Pro Max,,512 GB,,,,650
Switch,iPhone,iPhone,iPhone 11 Pro Max,,256 GB,,,,560
Switch,iPhone,iPhone,iPhone 11 Pro Max,,64 GB,,,,490
Switch,iPhone,iPhone,iPhone 11 Pro,,512 GB,,,,590
Switch,iPhone,iPhone,iPhone 11 Pro,,256 GB,,,,450
Switch,iPhone,iPhone,iPhone 11 Pro,,64 GB,,,,400
Switch,iPhone,iPhone,iPhone 11,,256 GB,,,,460
Switch,iPhone,iPhone,iPhone 11,,128 GB,,,,350
Switch,iPhone,iPhone,iPhone 11,,64 GB,,,,300
Switch,iPhone,iPhone,iPhone XS Max,,512 GB,,,,400
Switch,iPhone,iPhone,iPhone XS Max,,256 GB,,,,370
Switch,iPhone,iPhone,iPhone XS Max,,64 GB,,,,290
Switch,iPhone,iPhone,iPhone XS,,512 GB,,,,310
Switch,iPhone,iPhone,iPhone XS,,256 GB,,,,260
Switch,iPhone,iPhone,iPhone XS,,64 GB,,,,210
Switch,iPhone,iPhone,iPhone XR,,256 GB,,,,280
Switch,iPhone,iPhone,iPhone XR,,128 GB,,,,230
Switch,iPhone,iPhone,iPhone XR,,64 GB,,,,160
Switch,iPhone,iPhone,iPhone X,,256 GB,,,,190
Switch,iPhone,iPhone,iPhone X,,64 GB,,,,140
Switch,iPhone,iPhone,iPhone SE (2022),,256 GB,,,,270
Switch,iPhone,iPhone,iPhone SE (2022),,128 GB,,,,220
Switch,iPhone,iPhone,iPhone SE (2022),,64 GB,,,,170
Switch,iPhone,iPhone,iPhone SE (2020),,256 GB,,,,220
Switch,iPhone,iPhone,iPhone SE (2020),,128 GB,,,,170
Switch,iPhone,iPhone,iPhone SE (2020),,64 GB,,,,120
Switch,iPhone,iPhone,iPhone SE (2016),,128 GB,,,,5
Switch,iPhone,iPhone,iPhone SE (2016),,64 GB,,,,5
Switch,iPhone,iPhone,iPhone SE (2016),,32 GB,,,,5
Switch,iPhone,iPhone,iPhone SE (2016),,16 GB,,,,5
Switch,iPhone,iPhone,iPhone 8 Plus,,256 GB,,,,190
Switch,iPhone,iPhone,iPhone 8 Plus,,128 GB,,,,160
Switch,iPhone,iPhone,iPhone 8 Plus,,64 GB,,,,130
Switch,iPhone,iPhone,iPhone 8,,256 GB,,,,180
Switch,iPhone,iPhone,iPhone 8,,128 GB,,,,140
Switch,iPhone,iPhone,iPhone 8,,64 GB,,,,120
Switch,iPhone,iPhone,iPhone 7 Plus,,256 GB,,,,140
Switch,iPhone,iPhone,iPhone 7 Plus,,128 GB,,,,110
Switch,iPhone,iPhone,iPhone 7 Plus,,32 GB,,,,80
Switch,iPhone,iPhone,iPhone 7,,256 GB,,,,90
Switch,iPhone,iPhone,iPhone 7,,128 GB,,,,70
Switch,iPhone,iPhone,iPhone 7,,32 GB,,,,50
Switch,iPhone,iPhone,iPhone 6s Plus,,128 GB,,,,20
Switch,iPhone,iPhone,iPhone 6s Plus,,64 GB,,,,20
Switch,iPhone,iPhone,iPhone 6s Plus,,32 GB,,,,20
Switch,iPhone,iPhone,iPhone 6s Plus,,16 GB,,,,20
Switch,iPhone,iPhone,iPhone 6s,,128 GB,,,,10
Switch,iPhone,iPhone,iPhone 6s,,64 GB,,,,10
Switch,iPhone,iPhone,iPhone 6s,,32 GB,,,,10
Switch,iPhone,iPhone,iPhone 6s,,16 GB,,,,10
Switch,iPhone,iPhone,iPhone 6 Plus,,128 GB,,,,10
Switch,iPhone,iPhone,iPhone 6 Plus,,64 GB,,,,10
Switch,iPhone,iPhone,iPhone 6 Plus,,16 GB,,,,10
Switch,iPhone,iPhone,iPhone 6,,128 GB,,,,5
Switch,iPhone,iPhone,iPhone 6,,64 GB,,,,5
Switch,iPhone,iPhone,iPhone 6,,32 GB,,,,5
Switch,iPhone,iPhone,iPhone 6,,16 GB,,,,5
Switch,iPhone,iPhone,iPhone 5s,,64 GB,,,,5
Switch,iPhone,iPhone,iPhone 5s,,32 GB,,,,5
Switch,iPhone,iPhone,iPhone 5s,,16 GB,,,,5
UR,iPhone,iPhone,iPhone 17 Pro Max,,2 TB,,,,6010
UR,iPhone,iPhone,iPhone 17 Pro Max,,1 TB,,,,4800
UR,iPhone,iPhone,iPhone 17 Pro Max,,512 GB,,,,4130
UR,iPhone,iPhone,iPhone 17 Pro Max,,256 GB,,,,3500
UR,iPhone,iPhone,iPhone 17 Pro,,1 TB,,,,4150
UR,iPhone,iPhone,iPhone 17 Pro,,512 GB,,,,3600
UR,iPhone,iPhone,iPhone 17 Pro,,256 GB,,,,3190
UR,iPhone,iPhone,iPhone 17,,512 GB,,,,2700
UR,iPhone,iPhone,iPhone 17,,256 GB,,,,2290
UR,iPhone,iPhone,iPhone Air,,256 GB,,,,2200
UR,iPhone,iPhone,iPhone Air,,512 GB,,,,2400
UR,iPhone,iPhone,iPhone Air,,1 TB,,,,2800
UR,iPhone,iPhone,iPhone 16 Pro Max,,1 TB,,,,3500
UR,iPhone,iPhone,iPhone 16 Pro Max,,512 GB,,,,3200
UR,iPhone,iPhone,iPhone 16 Pro Max,,256 GB,,,,3010
UR,iPhone,iPhone,iPhone 16 Pro,,1 TB,,,,2900
UR,iPhone,iPhone,iPhone 16 Pro,,512 GB,,,,2700
UR,iPhone,iPhone,iPhone 16 Pro,,256 GB,,,,2540
UR,iPhone,iPhone,iPhone 16 Pro,,128 GB,,,,2310
UR,iPhone,iPhone,iPhone 16 Plus,,512 GB,,,,2500
UR,iPhone,iPhone,iPhone 16 Plus,,256 GB,,,,2250
UR,iPhone,iPhone,iPhone 16 Plus,,128 GB,,,,2090
UR,iPhone,iPhone,iPhone 16,,512 GB,,,,2180
UR,iPhone,iPhone,iPhone 16,,256 GB,,,,1980
UR,iPhone,iPhone,iPhone 16,,128 GB,,,,1800
UR,iPhone,iPhone,iPhone 16e,,512 GB,,,,1500
UR,iPhone,iPhone,iPhone 16e,,256 GB,,,,1200
UR,iPhone,iPhone,iPhone 16e,,128 GB,,,,1050
UR,iPhone,iPhone,iPhone 15 Pro Max,,1 TB,,,,2660
UR,iPhone,iPhone,iPhone 15 Pro Max,,512 GB,,,,2440
UR,iPhone,iPhone,iPhone 15 Pro Max,,256 GB,,,,2210
UR,iPhone,iPhone,iPhone 15 Pro,,1 TB,,,,2360
UR,iPhone,iPhone,iPhone 15 Pro,,512 GB,,,,2140
UR,iPhone,iPhone,iPhone 15 Pro,,256 GB,,,,2010
UR,iPhone,iPhone,iPhone 15 Pro,,128 GB,,,,1740
UR,iPhone,iPhone,iPhone 15 Plus,,512 GB,,,,1800
UR,iPhone,iPhone,iPhone 15 Plus,,256 GB,,,,1600
UR,iPhone,iPhone,iPhone 15 Plus,,128 GB,,,,1450
UR,iPhone,iPhone,iPhone 15,,512 GB,,,,1600
UR,iPhone,iPhone,iPhone 15,,256 GB,,,,1450
UR,iPhone,iPhone,iPhone 15,,128 GB,,,,1300
UR,iPhone,iPhone,iPhone 14 Pro Max,,1 TB,,,,1990
UR,iPhone,iPhone,iPhone 14 Pro Max,,512 GB,,,,1850
UR,iPhone,iPhone,iPhone 14 Pro Max,,256 GB,,,,1710
UR,iPhone,iPhone,iPhone 14 Pro Max,,128 GB,,,,1590
UR,iPhone,iPhone,iPhone 14 Pro,,1 TB,,,,1690
UR,iPhone,iPhone,iPhone 14 Pro,,512 GB,,,,1610
UR,iPhone,iPhone,iPhone 14 Pro,,256 GB,,,,1540
UR,iPhone,iPhone,iPhone 14 Pro,,128 GB,,,,1340
UR,iPhone,iPhone,iPhone 14 Plus,,512 GB,,,,1240
UR,iPhone,iPhone,iPhone 14 Plus,,256 GB,,,,1050
UR,iPhone,iPhone,iPhone 14 Plus,,128 GB,,,,950
UR,iPhone,iPhone,iPhone 14,,512 GB,,,,1110
UR,iPhone,iPhone,iPhone 14,,256 GB,,,,950
UR,iPhone,iPhone,iPhone 14,,128 GB,,,,850
UR,iPhone,iPhone,iPhone 13 Pro Max,,1 TB,,,,1460
UR,iPhone,iPhone,iPhone 13 Pro Max,,512 GB,,,,1340
UR,iPhone,iPhone,iPhone 13 Pro Max,,256 GB,,,,1290
UR,iPhone,iPhone,iPhone 13 Pro Max,,128 GB,,,,1110
UR,iPhone,iPhone,iPhone 13 Pro,,1 TB,,,,1260
UR,iPhone,iPhone,iPhone 13 Pro,,512 GB,,,,1150
UR,iPhone,iPhone,iPhone 13 Pro,,256 GB,,,,1060
UR,iPhone,iPhone,iPhone 13 Pro,,128 GB,,,,990
UR,iPhone,iPhone,iPhone 13 Mini,,512 GB,,,,600
UR,iPhone,iPhone,iPhone 13 Mini,,256 GB,,,,550
UR,iPhone,iPhone,iPhone 13 Mini,,128 GB,,,,500
UR,iPhone,iPhone,iPhone 13,,512 GB,,,,910
UR,iPhone,iPhone,iPhone 13,,256 GB,,,,850
UR,iPhone,iPhone,iPhone 13,,128 GB,,,,750
UR,iPhone,iPhone,iPhone 12 Pro Max,,512 GB,,,,990
UR,iPhone,iPhone,iPhone 12 Pro Max,,256 GB,,,,910
UR,iPhone,iPhone,iPhone 12 Pro Max,,128 GB,,,,810
UR,iPhone,iPhone,iPhone 12 Pro,,512 GB,,,,760
UR,iPhone,iPhone,iPhone 12 Pro,,256 GB,,,,710
UR,iPhone,iPhone,iPhone 12 Pro,,128 GB,,,,640
UR,iPhone,iPhone,iPhone 12 Mini,,256 GB,,,,450
UR,iPhone,iPhone,iPhone 12 Mini,,128 GB,,,,400
UR,iPhone,iPhone,iPhone 12 Mini,,64 GB,,,,300
UR,iPhone,iPhone,iPhone 12,,256 GB,,,,590
UR,iPhone,iPhone,iPhone 12,,128 GB,,,,510
UR,iPhone,iPhone,iPhone 12,,64 GB,,,,460
UR,iPhone,iPhone,iPhone 11 Pro Max,,512 GB,,,,650
UR,iPhone,iPhone,iPhone 11 Pro Max,,256 GB,,,,560
UR,iPhone,iPhone,iPhone 11 Pro Max,,64 GB,,,,490
UR,iPhone,iPhone,iPhone 11 Pro,,512 GB,,,,590
UR,iPhone,iPhone,iPhone 11 Pro,,256 GB,,,,450
UR,iPhone,iPhone,iPhone 11 Pro,,64 GB,,,,400
UR,iPhone,iPhone,iPhone 11,,256 GB,,,,460
UR,iPhone,iPhone,iPhone 11,,128 GB,,,,350
UR,iPhone,iPhone,iPhone 11,,64 GB,,,,300
UR,iPhone,iPhone,iPhone XS Max,,512 GB,,,,400
UR,iPhone,iPhone,iPhone XS Max,,256 GB,,,,370
UR,iPhone,iPhone,iPhone XS Max,,64 GB,,,,290
UR,iPhone,iPhone,iPhone XS,,512 GB,,,,310
UR,iPhone,iPhone,iPhone XS,,256 GB,,,,260
UR,iPhone,iPhone,iPhone XS,,64 GB,,,,210
UR,iPhone,iPhone,iPhone XR,,256 GB,,,,280
UR,iPhone,iPhone,iPhone XR,,128 GB,,,,230
UR,iPhone,iPhone,iPhone XR,,64 GB,,,,160
UR,iPhone,iPhone,iPhone X,,256 GB,,,,190
UR,iPhone,iPhone,iPhone X,,64 GB,,,,140
UR,iPhone,iPhone,iPhone SE (2022),,256 GB,,,,270
UR,iPhone,iPhone,iPhone SE (2022),,128 GB,,,,220
UR,iPhone,iPhone,iPhone SE (2022),,64 GB,,,,170
UR,iPhone,iPhone,iPhone SE (2020),,256 GB,,,,220
UR,iPhone,iPhone,iPhone SE (2020),,128 GB,,,,170
UR,iPhone,iPhone,iPhone SE (2020),,64 GB,,,,120
UR,iPhone,iPhone,iPhone SE (2016),,128 GB,,,,5
UR,iPhone,iPhone,iPhone SE (2016),,64 GB,,,,5
UR,iPhone,iPhone,iPhone SE (2016),,32 GB,,,,5
UR,iPhone,iPhone,iPhone SE (2016),,16 GB,,,,5
UR,iPhone,iPhone,iPhone 8 Plus,,256 GB,,,,190
UR,iPhone,iPhone,iPhone 8 Plus,,128 GB,,,,160
UR,iPhone,iPhone,iPhone 8 Plus,,64 GB,,,,130
UR,iPhone,iPhone,iPhone 8,,256 GB,,,,180
UR,iPhone,iPhone,iPhone 8,,128 GB,,,,140
UR,iPhone,iPhone,iPhone 8,,64 GB,,,,120
UR,iPhone,iPhone,iPhone 7 Plus,,256 GB,,,,140
UR,iPhone,iPhone,iPhone 7 Plus,,128 GB,,,,110
UR,iPhone,iPhone,iPhone 7 Plus,,32 GB,,,,80
UR,iPhone,iPhone,iPhone 7,,256 GB,,,,90
UR,iPhone,iPhone,iPhone 7,,128 GB,,,,70
UR,iPhone,iPhone,iPhone 7,,32 GB,,,,50
UR,iPhone,iPhone,iPhone 6s Plus,,128 GB,,,,20
UR,iPhone,iPhone,iPhone 6s Plus,,64 GB,,,,20
UR,iPhone,iPhone,iPhone 6s Plus,,32 GB,,,,20
UR,iPhone,iPhone,iPhone 6s Plus,,16 GB,,,,20
UR,iPhone,iPhone,iPhone 6s,,128 GB,,,,10
UR,iPhone,iPhone,iPhone 6s,,64 GB,,,,10
UR,iPhone,iPhone,iPhone 6s,,32 GB,,,,10
UR,iPhone,iPhone,iPhone 6s,,16 GB,,,,10
UR,iPhone,iPhone,iPhone 6 Plus,,128 GB,,,,10
UR,iPhone,iPhone,iPhone 6 Plus,,64 GB,,,,10
UR,iPhone,iPhone,iPhone 6 Plus,,16 GB,,,,10
UR,iPhone,iPhone,iPhone 6,,128 GB,,,,5
UR,iPhone,iPhone,iPhone 6,,64 GB,,,,5
UR,iPhone,iPhone,iPhone 6,,32 GB,,,,5
UR,iPhone,iPhone,iPhone 6,,16 GB,,,,5
UR,iPhone,iPhone,iPhone 5s,,64 GB,,,,5
UR,iPhone,iPhone,iPhone 5s,,32 GB,,,,5
UR,iPhone,iPhone,iPhone 5s,,16 GB,,,,5
U Mobile,iPhone,iPhone,iPhone 15,,128 GB,,,,1425
U Mobile,iPhone,iPhone,iPhone 15,,256 GB,,,,1550
U Mobile,iPhone,iPhone,iPhone 15,,512 GB,,,,1700
U Mobile,iPhone,iPhone,iPhone 15 Plus,,128 GB,,,,1525
U Mobile,iPhone,iPhone,iPhone 15 Plus,,256 GB,,,,1695
U Mobile,iPhone,iPhone,iPhone 15 Plus,,512 GB,,,,1930
U Mobile,iPhone,iPhone,iPhone 15 Pro,,128 GB,,,,1840
U Mobile,iPhone,iPhone,iPhone 15 Pro,,256 GB,,,,2000
U Mobile,iPhone,iPhone,iPhone 15 Pro,,512 GB,,,,2200
U Mobile,iPhone,iPhone,iPhone 15 Pro Max,,1 TB,,,,2810
U Mobile,iPhone,iPhone,iPhone 15 Pro Max,,256 GB,,,,2200
U Mobile,iPhone,iPhone,iPhone 15 Pro Max,,512 GB,,,,2510
U Mobile,iPhone,iPhone,iPhone 11,,128 GB,,,,390
U Mobile,iPhone,iPhone,iPhone 11,,256 GB,,,,470
U Mobile,iPhone,iPhone,iPhone 11,,64 GB,,,,340
U Mobile,iPhone,iPhone,iPhone 11 Pro,,256 GB,,,,490
U Mobile,iPhone,iPhone,iPhone 11 Pro,,512 GB,,,,580
U Mobile,iPhone,iPhone,iPhone 11 Pro,,64 GB,,,,415
U Mobile,iPhone,iPhone,iPhone 11 Pro Max,,256 GB,,,,600
U Mobile,iPhone,iPhone,iPhone 11 Pro Max,,512 GB,,,,680
U Mobile,iPhone,iPhone,iPhone 11 Pro Max,,64 GB,,,,495
U Mobile,iPhone,iPhone,iPhone 12,,128 GB,,,,520
U Mobile,iPhone,iPhone,iPhone 12,,256 GB,,,,600
U Mobile,iPhone,iPhone,iPhone 12,,64 GB,,,,470
U Mobile,iPhone,iPhone,iPhone 12 Pro,,128 GB,,,,670
U Mobile,iPhone,iPhone,iPhone 12 Pro,,256 GB,,,,710
