Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Source URL
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),1TB SSD,2275,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),2TB SSD,2525,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),4TB SSD,3050,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),512GB SSD,2100,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),8TB SSD,3725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 8-Core CPU & 14-Core GPU (2021),1TB SSD,2025,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 8-Core CPU & 14-Core GPU (2021),2TB SSD,2050,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 8-Core CPU & 14-Core GPU (2021),4TB SSD,2475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 8-Core CPU & 14-Core GPU (2021),512GB SSD,1800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 14 inch M1 Pro 8-Core CPU & 14-Core GPU (2021),8TB SSD,3325,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 24-Core GPU (2021),1TB SSD,2725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 24-Core GPU (2021),2TB SSD,3050,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 24-Core GPU (2021),4TB SSD,3550,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 24-Core GPU (2021),512GB SSD,2675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 24-Core GPU (2021),8TB SSD,4225,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 32-Core GPU (2021),1TB SSD,2900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 32-Core GPU (2021),2TB SSD,3250,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 32-Core GPU (2021),4TB SSD,3775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 32-Core GPU (2021),512GB SSD,2710,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Max 10-Core CPU & 32-Core GPU (2021),8TB SSD,4400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),1TB SSD,2275,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),2TB SSD,2650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),4TB SSD,3175,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),512GB SSD,2125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro 16 inch M1 Pro 10-Core CPU & 16-Core GPU (2021),8TB SSD,3800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 1.4GHz 13 inch (Mid 2019),128GB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 1.4GHz 13 inch (Mid 2019),1TB SSD,600,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 1.4GHz 13 inch (Mid 2019),256GB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 1.4GHz 13 inch (Mid 2019),2TB SSD,650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 1.4GHz 13 inch (Mid 2019),512GB SSD,525,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 1.4GHz 13 inch (Mid 2020),1TB SSD,725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 1.4GHz 13 inch (Mid 2020),256GB SSD,625,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 1.4GHz 13 inch (Mid 2020),2TB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 1.4GHz 13 inch (Mid 2020),512GB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.0GHz 13 inch (Late 2016),1TB SSD,300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.0GHz 13 inch (Late 2016),256GB SSD,250,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.0GHz 13 inch (Late 2016),512GB SSD,275,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.0GHz 13 inch (Mid 2020),1TB SSD,800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.0GHz 13 inch (Mid 2020),2TB SSD,875,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.0GHz 13 inch (Mid 2020),4TB SSD,1025,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.0GHz 13 inch (Mid 2020),512GB SSD,725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.3GHz 13 inch (Mid 2017),128GB SSD,300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.3GHz 13 inch (Mid 2017),1TB SSD,500,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.3GHz 13 inch (Mid 2017),256GB SSD,425,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.3GHz 13 inch (Mid 2017),512GB SSD,450,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.3GHz 13 inch (Mid 2018),1TB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.3GHz 13 inch (Mid 2018),256GB SSD,600,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.3GHz 13 inch (Mid 2018),2TB SSD,700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.3GHz 13 inch (Mid 2018),512GB SSD,650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.4GHz 13 inch (Mid 2019),1TB SSD,700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.4GHz 13 inch (Mid 2019),256GB SSD,650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.4GHz 13 inch (Mid 2019),2TB SSD,725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.4GHz 13 inch (Mid 2019),512GB SSD,650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.9GHz 13 inch (Late 2016),1TB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.9GHz 13 inch (Late 2016),256GB SSD,350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 2.9GHz 13 inch (Late 2016),512GB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 3.1GHz 13 inch (Late 2016),1TB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 3.1GHz 13 inch (Late 2016),256GB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 3.1GHz 13 inch (Late 2016),512GB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 3.1GHz 13 inch (Mid 2017),1TB SSD,550,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 3.1GHz 13 inch (Mid 2017),256GB SSD,450,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 3.1GHz 13 inch (Mid 2017),512GB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 3.3GHz 13 inch (Mid 2017),1TB SSD,550,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 3.3GHz 13 inch (Mid 2017),256GB SSD,450,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i5 3.3GHz 13 inch (Mid 2017),512GB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 1.7GHz 13 inch (Mid 2019),128GB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 1.7GHz 13 inch (Mid 2019),1TB SSD,650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 1.7GHz 13 inch (Mid 2019),256GB SSD,525,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 1.7GHz 13 inch (Mid 2019),2TB SSD,700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 1.7GHz 13 inch (Mid 2019),512GB SSD,575,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 1.7GHz 13 inch (Mid 2020),1TB SSD,800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 1.7GHz 13 inch (Mid 2020),256GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 1.7GHz 13 inch (Mid 2020),2TB SSD,875,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 1.7GHz 13 inch (Mid 2020),512GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.2GHz 15 inch (Mid 2018),1TB SSD,900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.2GHz 15 inch (Mid 2018),256GB SSD,850,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.2GHz 15 inch (Mid 2018),2TB SSD,1050,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.2GHz 15 inch (Mid 2018),4TB SSD,1125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.2GHz 15 inch (Mid 2018),512GB SSD,850,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.3GHz 13 inch (Mid 2020),1TB SSD,850,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.3GHz 13 inch (Mid 2020),2TB SSD,925,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.3GHz 13 inch (Mid 2020),4TB SSD,1075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.3GHz 13 inch (Mid 2020),512GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.4GHz 13 inch (Late 2016),1TB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.4GHz 13 inch (Late 2016),256GB SSD,300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.4GHz 13 inch (Late 2016),512GB SSD,350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.5GHz 13 inch (Mid 2017),128GB SSD,300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.5GHz 13 inch (Mid 2017),1TB SSD,550,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.5GHz 13 inch (Mid 2017),256GB SSD,450,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.5GHz 13 inch (Mid 2017),512GB SSD,500,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Late 2016),1TB SSD,700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Late 2016),256GB SSD,650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Late 2016),2TB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Late 2016),512GB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2018),1TB SSD,975,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2018),256GB SSD,850,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2018),2TB SSD,1075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2018),4TB SSD,1125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2018),512GB SSD,900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2019),1TB SSD,1125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2019),256GB SSD,1000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2019),2TB SSD,1250,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2019),4TB SSD,1325,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 15 inch (Mid 2019),512GB SSD,1050,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 16 inch (Late 2019),1TB SSD,1150,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 16 inch (Late 2019),2TB SSD,1250,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 16 inch (Late 2019),4TB SSD,1350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 16 inch (Late 2019),512GB SSD,1075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.6GHz 16 inch (Late 2019),8TB SSD,1475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.7GHz 13 inch (Mid 2018),2TB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.7GHz 15 inch (Late 2016),1TB SSD,700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.7GHz 15 inch (Late 2016),256GB SSD,650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.7GHz 15 inch (Late 2016),2TB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.7GHz 15 inch (Late 2016),512GB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.8GHz 13 inch (Mid 2019),1TB SSD,725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.8GHz 13 inch (Mid 2019),256GB SSD,700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.8GHz 13 inch (Mid 2019),2TB SSD,800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.8GHz 13 inch (Mid 2019),512GB SSD,725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.8GHz 15 inch (Mid 2017),1TB SSD,775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.8GHz 15 inch (Mid 2017),256GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.8GHz 15 inch (Mid 2017),2TB SSD,825,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.8GHz 15 inch (Mid 2017),512GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.9GHz 15 inch (Late 2016),1TB SSD,700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.9GHz 15 inch (Late 2016),256GB SSD,650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.9GHz 15 inch (Late 2016),2TB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.9GHz 15 inch (Late 2016),512GB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.9GHz 15 inch (Mid 2017),1TB SSD,775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.9GHz 15 inch (Mid 2017),256GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.9GHz 15 inch (Mid 2017),2TB SSD,825,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 2.9GHz 15 inch (Mid 2017),512GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.1GHz 15 inch (Mid 2017),1TB SSD,775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.1GHz 15 inch (Mid 2017),256GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.1GHz 15 inch (Mid 2017),2TB SSD,825,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.1GHz 15 inch (Mid 2017),512GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.3GHz 13 inch (Late 2016),1TB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.3GHz 13 inch (Late 2016),256GB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.3GHz 13 inch (Late 2016),512GB SSD,400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.5GHz 13 inch (Mid 2017),1TB SSD,775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.5GHz 13 inch (Mid 2017),256GB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i7 3.5GHz 13 inch (Mid 2017),512GB SSD,750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.3GHz 15 inch (Mid 2019),1TB SSD,1250,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.3GHz 15 inch (Mid 2019),256GB SSD,1000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.3GHz 15 inch (Mid 2019),2TB SSD,1350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.3GHz 15 inch (Mid 2019),4TB SSD,1475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.3GHz 15 inch (Mid 2019),512GB SSD,1075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.3GHz 16 inch (Late 2019),1TB SSD,1250,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.3GHz 16 inch (Late 2019),2TB SSD,1350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.3GHz 16 inch (Late 2019),4TB SSD,1475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.3GHz 16 inch (Late 2019),8TB SSD,1500,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 15 inch (Mid 2019),1TB SSD,1250,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 15 inch (Mid 2019),256GB SSD,1000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 15 inch (Mid 2019),2TB SSD,1350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 15 inch (Mid 2019),4TB SSD,1475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 15 inch (Mid 2019),512GB SSD,1150,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 16 inch (Late 2019),1TB SSD,1375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 16 inch (Late 2019),2TB SSD,1450,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 16 inch (Late 2019),4TB SSD,1575,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 16 inch (Late 2019),512GB SSD,1150,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.4GHz 16 inch (Late 2019),8TB SSD,1700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.9GHz 15 inch (Mid 2018),1TB SSD,975,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.9GHz 15 inch (Mid 2018),256GB SSD,850,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.9GHz 15 inch (Mid 2018),2TB SSD,1075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.9GHz 15 inch (Mid 2018),4TB SSD,1150,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro i9 2.9GHz 15 inch (Mid 2018),512GB SSD,900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M1 8-Core CPU and 8-Core GPU 13 inch (Late 2020),1TB SSD,1000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M1 8-Core CPU and 8-Core GPU 13 inch (Late 2020),256GB SSD,875,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M1 8-Core CPU and 8-Core GPU 13 inch (Late 2020),2TB SSD,1125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M1 8-Core CPU and 8-Core GPU 13 inch (Late 2020),512GB SSD,925,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 8-Core CPU and 10-Core GPU 13 inch (Mid 2022),1TB SSD,1875,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 8-Core CPU and 10-Core GPU 13 inch (Mid 2022),256GB SSD,1375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 8-Core CPU and 10-Core GPU 13 inch (Mid 2022),2TB SSD,2225,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 8-Core CPU and 10-Core GPU 13 inch (Mid 2022),512GB SSD,1675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 14 inch (Early 2023),1TB SSD,3025,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 14 inch (Early 2023),2TB SSD,3800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 14 inch (Early 2023),4TB SSD,4575,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 14 inch (Early 2023),512GB SSD,3000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 14 inch (Early 2023),8TB SSD,5775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 16 inch (Early 2023),1TB SSD,3825,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 16 inch (Early 2023),2TB SSD,4125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 16 inch (Early 2023),4TB SSD,4725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 16 inch (Early 2023),512GB SSD,3600,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 30-Core GPU 16 inch (Early 2023),8TB SSD,5950,https://compasia.my/pages/trade-in
