Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Standardized Model,Model_Year,Device Type,Model.1,Generation,Year,Screen Size (inch),Clock Speed,Chipset,RAM (GB),Storage (GB),Storage Type,Connectivity,Model Number
,Trade-in Platform,CompAsia,iPad,"iPad Pro 12.9-inch (2022, 6th Gen)","2TB, Cellular",2075,"iPad Pro 12.9-inch (2022, 6th Gen)",2022.0,iPad,iPad Pro,6.0,2022,12.9,,,,2048.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 12.9-inch (2022, 6th Gen)","8GB/128GB, Cellular",1525,"iPad Pro 12.9-inch (2022, 6th Gen)",2022.0,iPad,iPad Pro,6.0,2022,12.9,,,8.0,128.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 12.9-inch (2022, 6th Gen)","8GB/256GB, Cellular",1650,"iPad Pro 12.9-inch (2022, 6th Gen)",2022.0,iPad,iPad Pro,6.0,2022,12.9,,,8.0,256.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 12.9-inch (2022, 6th Gen)","8GB/512GB, Cellular",1800,"iPad Pro 12.9-inch (2022, 6th Gen)",2022.0,iPad,iPad Pro,6.0,2022,12.9,,,8.0,512.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 13-inch (2024, 7th Gen)","1TB, Wi-Fi",3175,"iPad Pro 13-inch (2024, 7th Gen)",2024.0,iPad,iPad Pro,7.0,2024,13.0,,,,1024.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 13-inch (2024, 7th Gen)","2TB, Wi-Fi",3725,"iPad Pro 13-inch (2024, 7th Gen)",2024.0,iPad,iPad Pro,7.0,2024,13.0,,,,2048.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 13-inch (2024, 7th Gen)","8GB/256GB, Wi-Fi",2175,"iPad Pro 13-inch (2024, 7th Gen)",2024.0,iPad,iPad Pro,7.0,2024,13.0,,,8.0,256.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 13-inch (2024, 7th Gen)","8GB/512GB, Wi-Fi",2600,"iPad Pro 13-inch (2024, 7th Gen)",2024.0,iPad,iPad Pro,7.0,2024,13.0,,,8.0,512.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 13-inch (2024, 7th Gen)","1TB, Cellular",3550,"iPad Pro 13-inch (2024, 7th Gen)",2024.0,iPad,iPad Pro,7.0,2024,13.0,,,,1024.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 13-inch (2024, 7th Gen)","2TB, Cellular",4100,"iPad Pro 13-inch (2024, 7th Gen)",2024.0,iPad,iPad Pro,7.0,2024,13.0,,,,2048.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 13-inch (2024, 7th Gen)","8GB/256GB, Cellular",2575,"iPad Pro 13-inch (2024, 7th Gen)",2024.0,iPad,iPad Pro,7.0,2024,13.0,,,8.0,256.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,"iPad Pro 13-inch (2024, 7th Gen)","8GB/512GB, Cellular",2950,"iPad Pro 13-inch (2024, 7th Gen)",2024.0,iPad,iPad Pro,7.0,2024,13.0,,,8.0,512.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 13-inch M5 (2025),"256GB, Wi-Fi",3275,iPad Pro 13-inch M5 (2025),2025.0,iPad,iPad Pro,,2025,13.0,,,,256.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 13-inch M5 (2025),"512GB, Wi-Fi",3800,iPad Pro 13-inch M5 (2025),2025.0,iPad,iPad Pro,,2025,13.0,,,,512.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 13-inch M5 (2025),"1TB, Wi-Fi",4825,iPad Pro 13-inch M5 (2025),2025.0,iPad,iPad Pro,,2025,13.0,,,,1024.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 13-inch M5 (2025),"2TB, Wi-Fi",5825,iPad Pro 13-inch M5 (2025),2025.0,iPad,iPad Pro,,2025,13.0,,,,2048.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 13-inch M5 (2025),"256GB, Cellular",3800,iPad Pro 13-inch M5 (2025),2025.0,iPad,iPad Pro,,2025,13.0,,,,256.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 13-inch M5 (2025),"512GB, Cellular",4300,iPad Pro 13-inch M5 (2025),2025.0,iPad,iPad Pro,,2025,13.0,,,,512.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 13-inch M5 (2025),"1TB, Cellular",5325,iPad Pro 13-inch M5 (2025),2025.0,iPad,iPad Pro,,2025,13.0,,,,1024.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 13-inch M5 (2025),"2TB, Cellular",6325,iPad Pro 13-inch M5 (2025),2025.0,iPad,iPad Pro,,2025,13.0,,,,2048.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 4 (12.9-inch),"6GB/128GB, Wi-Fi",900,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,128.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 4 (12.9-inch),"6GB/1TB, Wi-Fi",1275,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,1024.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 4 (12.9-inch),"6GB/256GB, Wi-Fi",1050,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,256.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 4 (12.9-inch),"6GB/512GB, Wi-Fi",1175,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,512.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 4 (12.9-inch),"6GB/128GB, Cellular",1050,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,128.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 4 (12.9-inch),"6GB/1TB, Cellular",1400,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,1024.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 4 (12.9-inch),"6GB/256GB, Cellular",1175,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,256.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 4 (12.9-inch),"6GB/512GB, Cellular",1325,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,512.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"1TB, Wi-Fi",1475,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,,1024.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"2TB, Wi-Fi",1700,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,,2048.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"8GB/128GB, Wi-Fi",1150,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,8.0,128.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"8GB/256GB, Wi-Fi",1250,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,8.0,256.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"8GB/512GB, Wi-Fi",1350,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,8.0,512.0,,Wi-Fi,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"1TB, Cellular",1625,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,,1024.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"2TB, Cellular",1775,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,,2048.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"8GB/128GB, Cellular",1225,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,8.0,128.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"8GB/256GB, Cellular",1325,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,8.0,256.0,,Cellular,
,Trade-in Platform,CompAsia,iPad,iPad Pro 5 (12.9-inch),"8GB/512GB, Cellular",1475,iPad Pro 5 (12.9-inch),2021.0,iPad,iPad Pro,5.0,,12.9,,,8.0,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 10 10.9-inch,"64GB, Cellular",690,iPad 10 10.9-inch,2022.0,iPad,iPad,10.0,,10.9,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 10 10.9-inch,"256GB, Cellular",800,iPad 10 10.9-inch,2022.0,iPad,iPad,10.0,,10.9,,,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 10 10.9-inch,"64GB, Wi-Fi",610,iPad 10 10.9-inch,2022.0,iPad,iPad,10.0,,10.9,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 10 10.9-inch,"256GB, Wi-Fi",690,iPad 10 10.9-inch,2022.0,iPad,iPad,10.0,,10.9,,,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 11 11-inch A16,"128GB, Cellular",840,iPad 11 11-inch A16,2025.0,iPad,iPad,11.0,,11.0,,A16,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 11 11-inch A16,"256GB, Cellular",1040,iPad 11 11-inch A16,2025.0,iPad,iPad,11.0,,11.0,,A16,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 11 11-inch A16,"512GB, Cellular",1370,iPad 11 11-inch A16,2025.0,iPad,iPad,11.0,,11.0,,A16,,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 11 11-inch A16,"128GB, Wi-Fi",640,iPad 11 11-inch A16,2025.0,iPad,iPad,11.0,,11.0,,A16,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 11 11-inch A16,"256GB, Wi-Fi",820,iPad 11 11-inch A16,2025.0,iPad,iPad,11.0,,11.0,,A16,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 11 11-inch A16,"512GB, Wi-Fi",1110,iPad 11 11-inch A16,2025.0,iPad,iPad,11.0,,11.0,,A16,,512.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 4 9.7-inch,16GB Cellular,60,iPad 4 9.7-inch,2012.0,iPad,iPad,4.0,,9.7,,,,16.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 4 9.7-inch,16GB Wi-Fi,50,iPad 4 9.7-inch,2012.0,iPad,iPad,4.0,,9.7,,,,16.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 4 9.7-inch,32GB Cellular,60,iPad 4 9.7-inch,2012.0,iPad,iPad,4.0,,9.7,,,,32.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 4 9.7-inch,32GB Wi-Fi,50,iPad 4 9.7-inch,2012.0,iPad,iPad,4.0,,9.7,,,,32.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 4 9.7-inch,64GB Cellular,60,iPad 4 9.7-inch,2012.0,iPad,iPad,4.0,,9.7,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 4 9.7-inch,64GB Wi-Fi,50,iPad 4 9.7-inch,2012.0,iPad,iPad,4.0,,9.7,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 4 9.7-inch,128GB Cellular,60,iPad 4 9.7-inch,2012.0,iPad,iPad,4.0,,9.7,,,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 4 9.7-inch,128GB Wi-Fi,50,iPad 4 9.7-inch,2012.0,iPad,iPad,4.0,,9.7,,,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 5 9.7-inch,32GB Cellular,100,iPad 5 9.7-inch,2017.0,iPad,iPad,5.0,,9.7,,,,32.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 5 9.7-inch,32GB Wi-Fi,80,iPad 5 9.7-inch,2017.0,iPad,iPad,5.0,,9.7,,,,32.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 5 9.7-inch,128GB Cellular,130,iPad 5 9.7-inch,2017.0,iPad,iPad,5.0,,9.7,,,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 5 9.7-inch,128GB Wi-Fi,100,iPad 5 9.7-inch,2017.0,iPad,iPad,5.0,,9.7,,,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 6 9.7-inch,32GB Cellular,130,iPad 6 9.7-inch,2018.0,iPad,iPad,6.0,,9.7,,,,32.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 6 9.7-inch,32GB Wi-Fi,100,iPad 6 9.7-inch,2018.0,iPad,iPad,6.0,,9.7,,,,32.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 6 9.7-inch,128GB Cellular,170,iPad 6 9.7-inch,2018.0,iPad,iPad,6.0,,9.7,,,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 6 9.7-inch,128GB Wi-Fi,130,iPad 6 9.7-inch,2018.0,iPad,iPad,6.0,,9.7,,,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 7 10.2‑inch,32GB Cellular,170,iPad 7 10.2‑inch,2019.0,iPad,iPad,7.0,,,,,,32.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 7 10.2‑inch,32GB Wi-Fi,150,iPad 7 10.2‑inch,2019.0,iPad,iPad,7.0,,,,,,32.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 7 10.2‑inch,128GB Cellular,340,iPad 7 10.2‑inch,2019.0,iPad,iPad,7.0,,,,,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 7 10.2‑inch,128GB Wi-Fi,240,iPad 7 10.2‑inch,2019.0,iPad,iPad,7.0,,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 8 10.2-inch,32GB Cellular,310,iPad 8 10.2-inch,2020.0,iPad,iPad,8.0,,10.2,,,,32.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 8 10.2-inch,32GB Wi-Fi,200,iPad 8 10.2-inch,2020.0,iPad,iPad,8.0,,10.2,,,,32.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 8 10.2-inch,128GB Cellular,360,iPad 8 10.2-inch,2020.0,iPad,iPad,8.0,,10.2,,,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 8 10.2-inch,128GB Wi-Fi,260,iPad 8 10.2-inch,2020.0,iPad,iPad,8.0,,10.2,,,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 9 10.2-inch,64GB Cellular,350,iPad 9 10.2-inch,2021.0,iPad,iPad,9.0,,10.2,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 9 10.2-inch,64GB Wi-Fi,300,iPad 9 10.2-inch,2021.0,iPad,iPad,9.0,,10.2,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad 9 10.2-inch,256GB Cellular,450,iPad 9 10.2-inch,2021.0,iPad,iPad,9.0,,10.2,,,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad 9 10.2-inch,256GB Wi-Fi,400,iPad 9 10.2-inch,2021.0,iPad,iPad,9.0,,10.2,,,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 1,16GB Cellular,60,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,16.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 1,16GB Wi-Fi,40,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,16.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 1,32GB Cellular,80,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,32.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 1,32GB Wi-Fi,60,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,32.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 1,64GB Cellular,90,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 1,64GB Wi-Fi,70,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 1,128GB Cellular,100,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 1,128GB Wi-Fi,80,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 2,16GB Cellular,100,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,16.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 2,16GB Wi-Fi,80,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,16.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 2,32GB Cellular,120,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,32.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 2,32GB Wi-Fi,90,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,32.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 2,64GB Cellular,130,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 2,64GB Wi-Fi,100,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 2,128GB Cellular,150,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 2,128GB Wi-Fi,120,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 3,64GB Cellular,350,iPad Air 3,2019.0,iPad,iPad Air,3.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 3,64GB Wi-Fi,250,iPad Air 3,2019.0,iPad,iPad Air,3.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 3,256GB Cellular,500,iPad Air 3,2019.0,iPad,iPad Air,3.0,,,,,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 3,256GB Wi-Fi,400,iPad Air 3,2019.0,iPad,iPad Air,3.0,,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 4,64GB Cellular,730,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 4,64GB Wi-Fi,560,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 4,256GB Cellular,850,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 4,256GB Wi-Fi,700,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 5,64GB Cellular,950,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 5,64GB Wi-Fi,840,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 5,256GB Cellular,1050,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 5,256GB Wi-Fi,950,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 11-inch,"128GB, Cellular",1400,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 11-inch,"256GB, Cellular",1530,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 11-inch,"512GB, Cellular",1650,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 11-inch,"1TB, Cellular",1850,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,1024.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 11-inch,"128GB, Wi-Fi",1050,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 11-inch,"256GB, Wi-Fi",1150,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 11-inch,"512GB, Wi-Fi",1300,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,512.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 11-inch,"1TB, Wi-Fi",1450,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,1024.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 13-inch,"128GB, Cellular",1580,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 13-inch,"256GB, Cellular",1780,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 13-inch,"512GB, Cellular",1900,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 13-inch,"1TB, Cellular",2100,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,1024.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 13-inch,"128GB, Wi-Fi",1300,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 13-inch,"256GB, Wi-Fi",1480,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 13-inch,"512GB, Wi-Fi",1700,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,512.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 6 M2 13-inch,"1TB, Wi-Fi",1850,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,1024.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 11-inch,"128GB, Cellular",1660,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 11-inch,"256GB, Cellular",1850,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 11-inch,"512GB, Cellular",2100,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 11-inch,"1TB, Cellular",2350,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,1024.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 11-inch,"128GB, Wi-Fi",1280,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 11-inch,"256GB, Wi-Fi",1480,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 11-inch,"512GB, Wi-Fi",1700,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,512.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 11-inch,"1TB, Wi-Fi",1900,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,1024.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 13-inch,"128GB, Cellular",1930,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 13-inch,"256GB, Cellular",2150,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 13-inch,"512GB, Cellular",2400,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 13-inch,"1TB, Cellular",2700,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,1024.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 13-inch,"128GB, Wi-Fi",1680,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Air 7 M3 13-inch,"256GB, Wi-Fi",1870,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,256.0,,Wi-Fi,
