Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Standardized Model,Model_Year,Device Type,Model.1,Generation,Year,Screen Size (inch),Clock Speed,Chipset,RAM (GB),Storage (GB),Storage Type,Connectivity,Model Number
,Retailer Trade-in,UR,iPhone,iPhone 12 mini,64GB,300,iPhone 12 mini,2020.0,iPhone,iPhone 12 mini,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 12,256GB,590,iPhone 12,2020.0,iPhone,iPhone 12,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 12,128GB,510,iPhone 12,2020.0,iPhone,iPhone 12,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 12,64GB,460,iPhone 12,2020.0,iPhone,iPhone 12,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 11 Pro Max,512GB,650,iPhone 11 Pro Max,2019.0,iPhone,iPhone 11 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 11 Pro Max,256GB,560,iPhone 11 Pro Max,2019.0,iPhone,iPhone 11 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 11 Pro Max,64GB,490,iPhone 11 Pro Max,2019.0,iPhone,iPhone 11 Pro Max,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 11 Pro,512GB,590,iPhone 11 Pro,2019.0,iPhone,iPhone 11 Pro,,,,,,,512.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 11 Pro,256GB,450,iPhone 11 Pro,2019.0,iPhone,iPhone 11 Pro,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 11 Pro,64GB,400,iPhone 11 Pro,2019.0,iPhone,iPhone 11 Pro,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 11,256GB,460,iPhone 11,2019.0,iPhone,iPhone 11,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 11,128GB,350,iPhone 11,2019.0,iPhone,iPhone 11,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 11,64GB,300,iPhone 11,2019.0,iPhone,iPhone 11,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone Xs Max,512GB,400,iPhone Xs Max,2018.0,iPhone,iPhone Xs Max,,,,,,,512.0,,,
,Retailer Trade-in,UR,iPhone,iPhone Xs Max,256GB,370,iPhone Xs Max,2018.0,iPhone,iPhone Xs Max,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone Xs Max,64GB,290,iPhone Xs Max,2018.0,iPhone,iPhone Xs Max,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone Xs,512GB,310,iPhone Xs,2018.0,iPhone,iPhone Xs,,,,,,,512.0,,,
,Retailer Trade-in,UR,iPhone,iPhone Xs,256GB,260,iPhone Xs,2018.0,iPhone,iPhone Xs,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone Xs,64GB,210,iPhone Xs,2018.0,iPhone,iPhone Xs,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone Xr,256GB,280,iPhone Xr,2018.0,iPhone,iPhone Xr,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone Xr,128GB,230,iPhone Xr,2018.0,iPhone,iPhone Xr,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone Xr,64GB,160,iPhone Xr,2018.0,iPhone,iPhone Xr,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone X,256GB,190,iPhone X,2017.0,iPhone,iPhone X,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone X,64GB,140,iPhone X,2017.0,iPhone,iPhone X,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE (2022),256GB,270,iPhone SE (2022),2022.0,iPhone,iPhone SE,,2022,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE (2022),128GB,220,iPhone SE (2022),2022.0,iPhone,iPhone SE,,2022,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE (2022),64GB,170,iPhone SE (2022),2022.0,iPhone,iPhone SE,,2022,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE (2020),256GB,220,iPhone SE (2020),2020.0,iPhone,iPhone SE,,2020,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE (2020),128GB,170,iPhone SE (2020),2020.0,iPhone,iPhone SE,,2020,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE (2020),64GB,120,iPhone SE (2020),2020.0,iPhone,iPhone SE,,2020,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE,128GB,5,iPhone SE,2016.0,iPhone,iPhone SE,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE,64GB,5,iPhone SE,2016.0,iPhone,iPhone SE,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE,32GB,5,iPhone SE,2016.0,iPhone,iPhone SE,,,,,,,32.0,,,
,Retailer Trade-in,UR,iPhone,iPhone SE,16GB,5,iPhone SE,2016.0,iPhone,iPhone SE,,,,,,,16.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 8 Plus,256GB,190,iPhone 8 Plus,2017.0,iPhone,iPhone 8 Plus,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 8 Plus,128GB,160,iPhone 8 Plus,2017.0,iPhone,iPhone 8 Plus,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 8 Plus,64GB,130,iPhone 8 Plus,2017.0,iPhone,iPhone 8 Plus,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 8,256GB,180,iPhone 8,2017.0,iPhone,iPhone 8,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 8,128GB,140,iPhone 8,2017.0,iPhone,iPhone 8,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 8,64GB,120,iPhone 8,2017.0,iPhone,iPhone 8,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 7 Plus,256GB,140,iPhone 7 Plus,2016.0,iPhone,iPhone 7 Plus,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 7 Plus,128GB,110,iPhone 7 Plus,2016.0,iPhone,iPhone 7 Plus,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 7 Plus,32GB,80,iPhone 7 Plus,2016.0,iPhone,iPhone 7 Plus,,,,,,,32.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 7,256GB,90,iPhone 7,2016.0,iPhone,iPhone 7,,,,,,,256.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 7,128GB,70,iPhone 7,2016.0,iPhone,iPhone 7,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 7,32GB,50,iPhone 7,2016.0,iPhone,iPhone 7,,,,,,,32.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6s Plus,128GB,20,iPhone 6s Plus,2015.0,iPhone,iPhone 6s Plus,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6s Plus,64GB,20,iPhone 6s Plus,2015.0,iPhone,iPhone 6s Plus,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6s Plus,32GB,20,iPhone 6s Plus,2015.0,iPhone,iPhone 6s Plus,,,,,,,32.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6s Plus,16GB,20,iPhone 6s Plus,2015.0,iPhone,iPhone 6s Plus,,,,,,,16.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6s,128GB,10,iPhone 6s,2015.0,iPhone,iPhone 6s,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6s,64GB,10,iPhone 6s,2015.0,iPhone,iPhone 6s,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6s,32GB,10,iPhone 6s,2015.0,iPhone,iPhone 6s,,,,,,,32.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6s,16GB,10,iPhone 6s,2015.0,iPhone,iPhone 6s,,,,,,,16.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6 Plus,128GB,10,iPhone 6 Plus,2014.0,iPhone,iPhone 6 Plus,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6 Plus,64GB,10,iPhone 6 Plus,2014.0,iPhone,iPhone 6 Plus,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6 Plus,16GB,10,iPhone 6 Plus,2014.0,iPhone,iPhone 6 Plus,,,,,,,16.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6,128GB,5,iPhone 6,2014.0,iPhone,iPhone 6,,,,,,,128.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6,64GB,5,iPhone 6,2014.0,iPhone,iPhone 6,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6,32GB,5,iPhone 6,2014.0,iPhone,iPhone 6,,,,,,,32.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 6,16GB,5,iPhone 6,2014.0,iPhone,iPhone 6,,,,,,,16.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 5s,64GB,5,iPhone 5s,2013.0,iPhone,iPhone 5s,,,,,,,64.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 5s,32GB,5,iPhone 5s,2013.0,iPhone,iPhone 5s,,,,,,,32.0,,,
,Retailer Trade-in,UR,iPhone,iPhone 5s,16GB,5,iPhone 5s,2013.0,iPhone,iPhone 5s,,,,,,,16.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 5G,128GB,1425,Apple Iphone 15 5G,2023.0,iPhone,iPhone 15,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 5G,256GB,1550,Apple Iphone 15 5G,2023.0,iPhone,iPhone 15,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 5G,512GB,1700,Apple Iphone 15 5G,2023.0,iPhone,iPhone 15,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 Plus 5G,128GB,1525,Apple Iphone 15 Plus 5G,2023.0,iPhone,iPhone 15 Plus,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 Plus 5G,256GB,1695,Apple Iphone 15 Plus 5G,2023.0,iPhone,iPhone 15 Plus,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 Plus 5G,512GB,1930,Apple Iphone 15 Plus 5G,2023.0,iPhone,iPhone 15 Plus,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 Pro 5G,128GB,1840,Apple Iphone 15 Pro 5G,2023.0,iPhone,iPhone 15 Pro,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 Pro 5G,256GB,2000,Apple Iphone 15 Pro 5G,2023.0,iPhone,iPhone 15 Pro,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 Pro 5G,512GB,2200,Apple Iphone 15 Pro 5G,2023.0,iPhone,iPhone 15 Pro,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 Pro max 5G,1TB,2810,Apple Iphone 15 Pro max 5G,2023.0,iPhone,iPhone 15 Pro Max,,,,,,,1024.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 Pro max 5G,256GB,2200,Apple Iphone 15 Pro max 5G,2023.0,iPhone,iPhone 15 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple Iphone 15 Pro max 5G,512GB,2510,Apple Iphone 15 Pro max 5G,2023.0,iPhone,iPhone 15 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 11,128GB,390,Apple iPhone 11,2019.0,iPhone,iPhone 11,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 11,256GB,470,Apple iPhone 11,2019.0,iPhone,iPhone 11,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 11,64GB,340,Apple iPhone 11,2019.0,iPhone,iPhone 11,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 11 Pro,256GB,490,Apple iPhone 11 Pro,2019.0,iPhone,iPhone 11 Pro,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 11 Pro,512GB,580,Apple iPhone 11 Pro,2019.0,iPhone,iPhone 11 Pro,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 11 Pro,64GB,415,Apple iPhone 11 Pro,2019.0,iPhone,iPhone 11 Pro,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 11 Pro Max,256GB,600,Apple iPhone 11 Pro Max,2019.0,iPhone,iPhone 11 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 11 Pro Max,512GB,680,Apple iPhone 11 Pro Max,2019.0,iPhone,iPhone 11 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 11 Pro Max,64GB,495,Apple iPhone 11 Pro Max,2019.0,iPhone,iPhone 11 Pro Max,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 5G,128GB,520,Apple iPhone 12 5G,2020.0,iPhone,iPhone 12,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 5G,256GB,600,Apple iPhone 12 5G,2020.0,iPhone,iPhone 12,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 5G,64GB,470,Apple iPhone 12 5G,2020.0,iPhone,iPhone 12,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 Pro 5G,128GB,670,Apple iPhone 12 Pro 5G,2020.0,iPhone,iPhone 12 Pro,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 Pro 5G,256GB,710,Apple iPhone 12 Pro 5G,2020.0,iPhone,iPhone 12 Pro,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 Pro 5G,512GB,800,Apple iPhone 12 Pro 5G,2020.0,iPhone,iPhone 12 Pro,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 Pro Max 5G,128GB,830,Apple iPhone 12 Pro Max 5G,2020.0,iPhone,iPhone 12 Pro Max,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 Pro Max 5G,256GB,910,Apple iPhone 12 Pro Max 5G,2020.0,iPhone,iPhone 12 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 Pro Max 5G,512GB,1000,Apple iPhone 12 Pro Max 5G,2020.0,iPhone,iPhone 12 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 mini 5G,128GB,400,Apple iPhone 12 mini 5G,2020.0,iPhone,iPhone 12 mini,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 mini 5G,256GB,450,Apple iPhone 12 mini 5G,2020.0,iPhone,iPhone 12 mini,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 12 mini 5G,64GB,320,Apple iPhone 12 mini 5G,2020.0,iPhone,iPhone 12 mini,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 5G,128GB,740,Apple iPhone 13 5G,2021.0,iPhone,iPhone 13,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 5G,256GB,840,Apple iPhone 13 5G,2021.0,iPhone,iPhone 13,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 5G,512GB,900,Apple iPhone 13 5G,2021.0,iPhone,iPhone 13,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 Pro 5G,128GB,975,Apple iPhone 13 Pro 5G,2021.0,iPhone,iPhone 13 Pro,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 Pro 5G,1TB,1305,Apple iPhone 13 Pro 5G,2021.0,iPhone,iPhone 13 Pro,,,,,,,1024.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 Pro 5G,256GB,1080,Apple iPhone 13 Pro 5G,2021.0,iPhone,iPhone 13 Pro,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 Pro 5G,512GB,1140,Apple iPhone 13 Pro 5G,2021.0,iPhone,iPhone 13 Pro,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 Pro Max,128GB,1140,Apple iPhone 13 Pro Max,2021.0,iPhone,iPhone 13 Pro Max,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 Pro Max,1TB,1560,Apple iPhone 13 Pro Max,2021.0,iPhone,iPhone 13 Pro Max,,,,,,,1024.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 Pro Max,256GB,1310,Apple iPhone 13 Pro Max,2021.0,iPhone,iPhone 13 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 Pro Max,512GB,1370,Apple iPhone 13 Pro Max,2021.0,iPhone,iPhone 13 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 mini 5G,128GB,580,Apple iPhone 13 mini 5G,2021.0,iPhone,iPhone 13 mini,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 mini 5G,256GB,640,Apple iPhone 13 mini 5G,2021.0,iPhone,iPhone 13 mini,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 13 mini 5G,512GB,700,Apple iPhone 13 mini 5G,2021.0,iPhone,iPhone 13 mini,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 5G,128GB,935,Apple iPhone 14 5G,2022.0,iPhone,iPhone 14,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 5G,256GB,1040,Apple iPhone 14 5G,2022.0,iPhone,iPhone 14,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 5G,512GB,1160,Apple iPhone 14 5G,2022.0,iPhone,iPhone 14,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Plus 5G,128GB,1055,Apple iPhone 14 Plus 5G,2022.0,iPhone,iPhone 14 Plus,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Plus 5G,256GB,1160,Apple iPhone 14 Plus 5G,2022.0,iPhone,iPhone 14 Plus,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Plus 5G,512GB,1270,Apple iPhone 14 Plus 5G,2022.0,iPhone,iPhone 14 Plus,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Pro 5G,128GB,1340,Apple iPhone 14 Pro 5G,2022.0,iPhone,iPhone 14 Pro,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Pro 5G,1TB,1725,Apple iPhone 14 Pro 5G,2022.0,iPhone,iPhone 14 Pro,,,,,,,1024.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Pro 5G,256GB,1540,Apple iPhone 14 Pro 5G,2022.0,iPhone,iPhone 14 Pro,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Pro 5G,512GB,1620,Apple iPhone 14 Pro 5G,2022.0,iPhone,iPhone 14 Pro,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Pro Max 5G,128GB,1590,Apple iPhone 14 Pro Max 5G,2022.0,iPhone,iPhone 14 Pro Max,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Pro Max 5G,1TB,2000,Apple iPhone 14 Pro Max 5G,2022.0,iPhone,iPhone 14 Pro Max,,,,,,,1024.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Pro Max 5G,256GB,1700,Apple iPhone 14 Pro Max 5G,2022.0,iPhone,iPhone 14 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 14 Pro Max 5G,512GB,1835,Apple iPhone 14 Pro Max 5G,2022.0,iPhone,iPhone 14 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 5G,128GB,1845,Apple iPhone 16 5G,2024.0,iPhone,iPhone 16,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 5G,256GB,2100,Apple iPhone 16 5G,2024.0,iPhone,iPhone 16,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 5G,512GB,2430,Apple iPhone 16 5G,2024.0,iPhone,iPhone 16,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Plus 5G,128GB,2120,Apple iPhone 16 Plus 5G,2024.0,iPhone,iPhone 16 Plus,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Plus 5G,256GB,2335,Apple iPhone 16 Plus 5G,2024.0,iPhone,iPhone 16 Plus,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Plus 5G,512GB,2690,Apple iPhone 16 Plus 5G,2024.0,iPhone,iPhone 16 Plus,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Pro 5G,128GB,2485,Apple iPhone 16 Pro 5G,2024.0,iPhone,iPhone 16 Pro,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Pro 5G,1TB,3465,Apple iPhone 16 Pro 5G,2024.0,iPhone,iPhone 16 Pro,,,,,,,1024.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Pro 5G,256GB,2700,Apple iPhone 16 Pro 5G,2024.0,iPhone,iPhone 16 Pro,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Pro 5G,512GB,3060,Apple iPhone 16 Pro 5G,2024.0,iPhone,iPhone 16 Pro,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Pro Max 5G,1TB,3820,Apple iPhone 16 Pro Max 5G,2024.0,iPhone,iPhone 16 Pro Max,,,,,,,1024.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Pro Max 5G,256GB,3135,Apple iPhone 16 Pro Max 5G,2024.0,iPhone,iPhone 16 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16 Pro Max 5G,512GB,3460,Apple iPhone 16 Pro Max 5G,2024.0,iPhone,iPhone 16 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16e 5G,128GB,1250,Apple iPhone 16e 5G,2025.0,iPhone,iPhone 16e,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16e 5G,256GB,1440,Apple iPhone 16e 5G,2025.0,iPhone,iPhone 16e,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 16e 5G,512GB,1870,Apple iPhone 16e 5G,2025.0,iPhone,iPhone 16e,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17 5G,256GB,2200,Apple iPhone 17 5G,2025.0,iPhone,iPhone 17,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17 5G,512GB,2750,Apple iPhone 17 5G,2025.0,iPhone,iPhone 17,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17 Pro 5G,1TB,4125,Apple iPhone 17 Pro 5G,2025.0,iPhone,iPhone 17 Pro,,,,,,,1024.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17 Pro 5G,256GB,3025,Apple iPhone 17 Pro 5G,2025.0,iPhone,iPhone 17 Pro,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17 Pro 5G,512GB,3575,Apple iPhone 17 Pro 5G,2025.0,iPhone,iPhone 17 Pro,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17 Pro Max 5G,1TB,4400,Apple iPhone 17 Pro Max 5G,2025.0,iPhone,iPhone 17 Pro Max,,,,,,,1024.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17 Pro Max 5G,256GB,3300,Apple iPhone 17 Pro Max 5G,2025.0,iPhone,iPhone 17 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17 Pro Max 5G,2TB,5500,Apple iPhone 17 Pro Max 5G,2025.0,iPhone,iPhone 17 Pro Max,,,,,,,2048.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17 Pro Max 5G,512GB,3850,Apple iPhone 17 Pro Max 5G,2025.0,iPhone,iPhone 17 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17e 5G,256GB,1095,Apple iPhone 17e 5G,2026.0,iPhone,iPhone 17e,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 17e 5G,512GB,1440,Apple iPhone 17e 5G,2026.0,iPhone,iPhone 17e,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 8,128GB,145,Apple iPhone 8,2017.0,iPhone,iPhone 8,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 8,256GB,185,Apple iPhone 8,2017.0,iPhone,iPhone 8,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 8,64GB,140,Apple iPhone 8,2017.0,iPhone,iPhone 8,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 8 Plus,128GB,225,Apple iPhone 8 Plus,2017.0,iPhone,iPhone 8 Plus,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 8 Plus,256GB,260,Apple iPhone 8 Plus,2017.0,iPhone,iPhone 8 Plus,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone 8 Plus,64GB,190,Apple iPhone 8 Plus,2017.0,iPhone,iPhone 8 Plus,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone SE 2020,128GB,210,Apple iPhone SE 2020,2020.0,iPhone,iPhone SE,,2020,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone SE 2020,256GB,245,Apple iPhone SE 2020,2020.0,iPhone,iPhone SE,,2020,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone SE 2020,64GB,160,Apple iPhone SE 2020,2020.0,iPhone,iPhone SE,,2020,,,,,64.0,,,
